country_code,iyear,region,sfi,effect,legit,seceff,secleg,poleff,polleg,ecoeff,ecoleg,soceff,socleg,elec_leftsoc,elec_comm,elec_conserv,elec_right,turnout,region_txt,kills,killster,nattacks,armed_assault_type,bomb_exp_type,cit_tar,gov_tar,mil_tar,happiness_score,gdp_per_capita,family,life,freedom,generosity,trust,dystopia,num_arrivals
NIC,1998,4.0,16.0,8.0,8.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,406000.0
NIC,1999,4.0,15.0,8.0,7.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,,,,,,Central America & Caribbean,0.0,0.0,1.0,,,0.0,0.0,2.0,,,,,,,,,468000.0
NIC,2000,4.0,13.0,6.0,7.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,486000.0
NIC,2001,4.0,12.0,6.0,6.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,483000.0
NIC,2002,4.0,12.0,6.0,6.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,472000.0
NIC,2003,4.0,12.0,6.0,6.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,526000.0
NIC,2004,4.0,12.0,6.0,6.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,615000.0
NIC,2005,4.0,10.0,4.0,6.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,712000.0
NIC,2006,4.0,12.0,5.0,7.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,749000.0
NIC,2007,4.0,9.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,800000.0
NIC,2008,4.0,9.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,858000.0
NIC,2009,4.0,10.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,932000.0
NIC,2010,4.0,10.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1011000.0
NIC,2011,4.0,10.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1060000.0
NIC,2012,4.0,9.0,4.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1180000.0
NIC,2013,4.0,8.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1229000.0
NIC,2014,4.0,7.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,,,,,,Central America & Caribbean,5.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,1330000.0
NIC,2015,4.0,8.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,5.827999999999999,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407,1386000.0
NIC,2016,4.0,8.0,5.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,5.992000000000001,0.69384,0.8952100000000001,0.65213,0.46581999999999996,0.16292,0.29773,2.82428,1504000.0
NIC,2017,4.0,7.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,2.51393055915833,
NIC,2018,4.0,7.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,,,,,Central America & Caribbean,9.0,1.0,7.0,5.0,0.0,0.0,1.0,0.0,,,,,,,,,
NIG,1995,1.0,21.0,10.0,11.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,1996,1.0,20.0,10.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,1997,1.0,20.0,10.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,1998,1.0,21.0,11.0,10.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,1999,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2000,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2001,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2002,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2003,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2004,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2005,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2006,1.0,20.0,11.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2007,1.0,19.0,10.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2008,1.0,19.0,10.0,9.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2009,1.0,18.0,9.0,9.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2010,1.0,17.0,8.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2011,1.0,17.0,8.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2012,1.0,16.0,8.0,8.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2013,1.0,17.0,8.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2014,1.0,17.0,8.0,9.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2015,1.0,18.0,9.0,9.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2016,1.0,18.0,9.0,9.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2017,1.0,18.0,9.0,9.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
NIG,2018,1.0,18.0,9.0,9.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,1995,2.0,20.0,10.0,10.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,1996,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,1997,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,1998,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,1999,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2000,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2001,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2002,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2003,2.0,18.0,10.0,8.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2004,2.0,17.0,9.0,8.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2005,2.0,17.0,9.0,8.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2006,2.0,17.0,9.0,8.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2007,2.0,18.0,9.0,9.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2008,2.0,18.0,9.0,9.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2009,2.0,17.0,9.0,8.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2010,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2011,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2012,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2013,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2014,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2015,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2016,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2017,2.0,18.0,10.0,8.0,0.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NIR,2018,2.0,19.0,10.0,9.0,0.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
NOR,1995,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,0.0,17.0,0.0,75.8,,,,,,,,,,,,,,,,,,2880000.0
NOR,1996,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.9,0.0,17.0,0.0,75.8,Western Europe,0.0,0.0,1.0,,,1.0,0.0,0.0,,,,,,,,,2746000.0
NOR,1997,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,14.3,0.0,78.3,,,,,,,,,,,,,,,,,,2702000.0
NOR,1998,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,14.3,0.0,78.3,,,,,,,,,,,,,,,,,,3256000.0
NOR,1999,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,14.3,0.0,78.3,,,,,,,,,,,,,,,,,,3223000.0
NOR,2000,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,14.3,0.0,78.3,,,,,,,,,,,,,,,,,,3104000.0
NOR,2001,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.5,0.0,21.2,0.0,75.5,Western Europe,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,3073000.0
NOR,2002,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.5,0.0,21.2,0.0,75.5,,,,,,,,,,,,,,,,,,3111000.0
NOR,2003,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.5,0.0,21.2,0.0,75.5,Western Europe,0.0,0.0,1.0,,,,,,,,,,,,,,3269000.0
NOR,2004,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.5,0.0,21.2,0.0,75.5,,,,,,,,,,,,,,,,,,3628000.0
NOR,2005,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.8,0.0,14.1,0.0,77.4,,,,,,,,,,,,,,,,,,3824000.0
NOR,2006,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.8,0.0,14.1,0.0,77.4,Western Europe,0.0,0.0,1.0,,,,,,,,,,,,,,4070000.0
NOR,2007,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.8,0.0,14.1,0.0,77.4,,,,,,,,,,,,,,,,,,4377000.0
NOR,2008,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.8,0.0,14.1,0.0,77.4,,,,,,,,,,,,,,,,,,4347000.0
NOR,2009,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.2,0.0,17.2,0.0,76.4,,,,,,,,,,,,,,,,,,4346000.0
NOR,2010,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.2,0.0,17.2,0.0,76.4,Western Europe,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,4767000.0
NOR,2011,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.2,0.0,17.2,0.0,76.4,Western Europe,77.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,4963000.0
NOR,2012,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.2,0.0,17.2,0.0,76.4,,,,,,,,,,,,,,,,,,4538000.0
NOR,2013,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.1,0.0,26.8,16.3,78.2,,,,,,,,,,,,,,,,,,4778000.0
NOR,2014,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.1,0.0,26.8,16.3,78.2,,,,,,,,,,,,,,,,,,4855000.0
NOR,2015,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.1,0.0,26.8,16.3,78.2,,,,,,,,,,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997,5361000.0
NOR,2016,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.1,0.0,26.8,16.3,78.2,,,,,,,,,,7.497999999999999,1.57744,1.1269,0.79579,0.59609,0.35775999999999997,0.37895,2.66465,5960000.0
NOR,2017,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.4,25.0,15.2,78.2,Western Europe,0.0,0.0,1.0,0.0,1.0,,,,7.537000179290769,1.6164631843566901,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.31596383452415505,2.27702665328979,
NOR,2018,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,1996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,1997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,1998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,1999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2006,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2007,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2008,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2009,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2010,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2011,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2012,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2013,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2014,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2015,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2016,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2017,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
NTH,2018,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,1995,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,1996,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,1997,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,1998,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,1999,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2000,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2001,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2002,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2003,2.0,6.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2004,2.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2005,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2006,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2007,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2008,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2009,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2010,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2011,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2012,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2013,2.0,6.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2014,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2015,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2016,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2017,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
OMA,2018,2.0,5.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
PAK,1995,2.0,18.0,10.0,8.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,,,,,,South Asia,564.0,8.0,556.0,249.0,31.0,241.0,23.0,1.0,,,,,,,,,378000.0
PAK,1996,2.0,18.0,10.0,8.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,,,,,,South Asia,300.0,0.0,164.0,55.0,30.0,53.0,14.0,0.0,,,,,,,,,369000.0
PAK,1997,2.0,17.0,9.0,8.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,,,,,,South Asia,425.0,0.0,197.0,79.0,15.0,53.0,18.0,0.0,,,,,,,,,375000.0
PAK,1998,2.0,16.0,8.0,8.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,3.0,,,,,,South Asia,151.0,0.0,37.0,11.0,24.0,8.0,9.0,0.0,,,,,,,,,429000.0
PAK,1999,2.0,16.0,9.0,7.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,,,,,,South Asia,126.0,0.0,38.0,12.0,19.0,11.0,5.0,0.0,,,,,,,,,432000.0
PAK,2000,2.0,17.0,10.0,7.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,,,,,,South Asia,118.0,0.0,49.0,5.0,38.0,19.0,11.0,0.0,,,,,,,,,557000.0
PAK,2001,2.0,17.0,10.0,7.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,,,,,,South Asia,107.0,1.0,52.0,12.0,33.0,22.0,3.0,0.0,,,,,,,,,500000.0
PAK,2002,2.0,17.0,10.0,7.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,,,,,,South Asia,105.0,6.0,46.0,12.0,32.0,13.0,3.0,6.0,,,,,,,,,498000.0
PAK,2003,2.0,16.0,9.0,7.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,,,,,,South Asia,119.0,4.0,29.0,11.0,13.0,4.0,4.0,0.0,,,,,,,,,501000.0
PAK,2004,2.0,15.0,9.0,6.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,,,,,,South Asia,302.0,7.0,66.0,13.0,49.0,10.0,6.0,17.0,,,,,,,,,648000.0
PAK,2005,2.0,16.0,10.0,6.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,,,,,,South Asia,151.0,9.0,73.0,10.0,57.0,21.0,9.0,5.0,,,,,,,,,798000.0
PAK,2006,2.0,15.0,9.0,6.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,,,,,,South Asia,307.0,11.0,160.0,29.0,124.0,42.0,18.0,8.0,,,,,,,,,898000.0
PAK,2007,2.0,16.0,9.0,7.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,,,,,,South Asia,1274.0,115.0,233.0,47.0,161.0,66.0,30.0,46.0,,,,,,,,,840000.0
PAK,2008,2.0,16.0,9.0,7.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,,,,,,South Asia,1088.0,66.0,524.0,127.0,287.0,211.0,59.0,13.0,,,,,,,,,823000.0
PAK,2009,2.0,16.0,9.0,7.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,,,,,,South Asia,1479.0,82.0,659.0,143.0,416.0,228.0,68.0,12.0,,,,,,,,,855000.0
PAK,2010,2.0,15.0,8.0,7.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,,,,,,South Asia,1541.0,71.0,684.0,210.0,386.0,209.0,95.0,15.0,,,,,,,,,907000.0
