country_code;iyear;region;sfi;effect;legit;seceff;secleg;poleff;polleg;ecoeff;ecoleg;soceff;socleg
BOT;2005;1;6;3;3;0;0;0;0;1;0;2;3
BOT;2006;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2007;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2008;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2009;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2010;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2011;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2012;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2013;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2014;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2015;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2016;1;3;2;1;0;0;0;0;1;0;1;1
BOT;2017;1;3;1;2;0;0;0;1;1;0;0;1
BOT;2018;1;3;1;2;0;0;0;1;1;0;0;1
BRA;1995;4;7;2;5;0;3;0;1;1;0;1;1
BRA;1996;4;6;2;4;0;2;0;1;1;0;1;1
BRA;1997;4;6;2;4;0;2;0;1;1;0;1;1
BRA;1998;4;6;2;4;0;2;0;1;1;0;1;1
BRA;1999;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2000;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2001;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2002;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2003;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2004;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2005;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2006;4;6;2;4;0;2;0;1;1;0;1;1
BRA;2007;4;5;1;4;0;2;0;1;1;0;0;1
BRA;2008;4;5;1;4;0;2;0;1;1;0;0;1
BRA;2009;4;5;1;4;0;2;0;1;1;0;0;1
BRA;2010;4;6;1;5;0;2;0;1;1;1;0;1
BRA;2011;4;6;1;5;0;2;0;1;1;1;0;1
BRA;2012;4;6;1;5;0;2;0;1;1;1;0;1
BRA;2013;4;5;1;4;0;2;0;1;1;1;0;0
BRA;2014;4;5;1;4;0;2;0;1;1;1;0;0
BRA;2015;4;5;1;4;0;2;0;1;1;1;0;0
BRA;2016;4;6;2;4;0;2;1;1;1;1;0;0
BRA;2017;4;6;2;4;0;2;1;1;1;1;0;0
BRA;2018;4;6;2;4;0;2;1;1;1;1;0;0
BUI;1995;1;23;11;12;1;3;3;3;4;3;3;3
BUI;1996;1;24;12;12;2;3;3;3;4;3;3;3
BUI;1997;1;24;12;12;2;3;3;3;4;3;3;3
BUI;1998;1;23;12;11;2;3;3;3;4;3;3;2
BUI;1999;1;23;12;11;2;3;3;3;4;3;3;2
BUI;2000;1;23;12;11;2;3;3;3;4;3;3;2
BUI;2001;1;22;12;10;2;3;3;2;4;3;3;2
BUI;2002;1;22;12;10;2;3;3;2;4;3;3;2
BUI;2003;1;21;12;9;2;3;3;1;4;3;3;2
BUI;2004;1;20;12;8;2;3;3;0;4;3;3;2
BUI;2005;1;20;12;8;2;3;3;0;4;3;3;2
BUI;2006;1;19;12;7;2;2;3;0;4;3;3;2
BUI;2007;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2008;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2009;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2010;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2011;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2012;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2013;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2014;1;18;12;6;2;2;3;0;4;2;3;2
BUI;2015;1;21;12;9;2;2;3;3;4;2;3;2
BUI;2016;1;21;12;9;2;2;3;3;4;2;3;2
BUI;2017;1;20;11;9;2;2;3;3;4;2;2;2
BUI;2018;1;21;12;9;2;2;3;3;4;2;3;2
BUL;1995;5;8;5;3;0;1;2;2;2;0;1;0
BUL;1996;5;8;5;3;0;1;2;2;2;0;1;0
BUL;1997;5;8;5;3;0;1;2;2;2;0;1;0
BUL;1998;5;8;5;3;0;1;2;2;2;0;1;0
BUL;1999;5;9;5;4;0;2;2;2;2;0;1;0
BUL;2000;5;7;4;3;0;1;1;2;2;0;1;0
BUL;2001;5;5;3;2;0;1;1;1;2;0;0;0
BUL;2002;5;5;3;2;0;1;1;1;1;0;1;0
BUL;2003;5;4;2;2;0;1;1;1;1;0;0;0
BUL;2004;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2005;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2006;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2007;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2008;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2009;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2010;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2011;5;3;1;2;0;1;0;1;1;0;0;0
BUL;2012;5;2;1;1;0;0;0;1;1;0;0;0
BUL;2013;5;2;1;1;0;0;0;1;1;0;0;0
BUL;2014;5;2;1;1;0;0;0;1;1;0;0;0
BUL;2015;5;2;1;1;0;0;0;1;1;0;0;0
BUL;2016;5;2;1;1;0;0;0;1;1;0;0;0
BUL;2017;5;2;1;1;0;0;0;1;1;0;0;0
BUL;2018;5;2;1;1;0;0;0;1;1;0;0;0
CAM;1995;3;17;12;5;3;2;3;1;4;0;2;2
CAM;1996;3;17;12;5;3;2;3;1;4;0;2;2
CAM;1997;3;16;12;4;3;2;3;0;4;0;2;2
CAM;1998;3;16;12;4;3;2;3;0;4;0;2;2
CAM;1999;3;16;12;4;3;1;3;0;4;0;2;3
CAM;2000;3;15;11;4;2;1;3;0;4;0;2;3
CAM;2001;3;15;11;4;2;1;3;0;4;0;2;3
CAM;2002;3;14;11;3;2;1;3;0;4;0;2;2
CAM;2003;3;15;11;4;2;1;3;0;4;0;2;3
CAM;2004;3;14;11;3;2;1;3;0;4;0;2;2
CAM;2005;3;14;11;3;2;1;3;0;4;0;2;2
CAM;2006;3;13;10;3;2;1;3;0;3;0;2;2
CAM;2007;3;14;10;4;2;2;3;0;3;0;2;2
CAM;2008;3;13;9;4;2;2;2;0;3;0;2;2
CAM;2009;3;12;8;4;1;2;2;0;3;0;2;2
CAM;2010;3;12;8;4;1;2;2;0;3;0;2;2
CAM;2011;3;10;7;3;0;1;2;0;3;0;2;2
CAM;2012;3;10;7;3;0;1;2;0;3;0;2;2
CAM;2013;3;11;7;4;0;1;2;1;3;0;2;2
CAM;2014;3;11;7;4;0;1;2;1;3;0;2;2
CAM;2015;3;11;7;4;0;1;2;1;3;0;2;2
CAM;2016;3;11;6;5;0;1;1;2;3;0;2;2
CAM;2017;3;10;7;3;0;1;2;1;3;0;2;1
CAM;2018;3;10;7;3;0;1;2;1;3;0;2;1
CAN;1995;6;0;0;0;0;0;0;0;0;0;0;0
CAN;1996;6;0;0;0;0;0;0;0;0;0;0;0
CAN;1997;6;0;0;0;0;0;0;0;0;0;0;0
CAN;1998;6;0;0;0;0;0;0;0;0;0;0;0
CAN;1999;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2000;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2001;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2002;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2003;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2004;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2005;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2006;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2007;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2008;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2009;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2010;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2011;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2012;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2013;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2014;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2015;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2016;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2017;6;0;0;0;0;0;0;0;0;0;0;0
CAN;2018;6;0;0;0;0;0;0;0;0;0;0;0
CAO;1995;1;19;8;11;0;2;3;3;3;3;2;3
CAO;1996;1;19;8;11;0;2;3;3;3;3;2;3
CAO;1997;1;18;8;10;0;1;3;3;3;3;2;3
CAO;1998;1;19;8;11;0;2;3;3;3;3;2;3
CAO;1999;1;19;8;11;0;2;3;3;3;3;2;3
CAO;2000;1;19;8;11;0;2;3;3;3;3;2;3
CAO;2001;1;20;9;11;0;2;3;3;3;3;3;3
CAO;2002;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2003;1;18;8;10;0;2;2;3;3;3;3;2
CAO;2004;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2005;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2006;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2007;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2008;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2009;1;16;6;10;0;2;1;3;3;3;2;2
CAO;2010;1;17;7;10;0;2;2;3;3;3;2;2
CAO;2011;1;16;7;9;0;1;2;3;3;3;2;2
CAO;2012;1;16;7;9;0;1;2;3;3;3;2;2
CAO;2013;1;15;7;8;0;1;2;3;3;2;2;2
CAO;2014;1;15;7;8;0;1;2;3;3;2;2;2
CAO;2015;1;16;8;8;1;1;2;3;3;2;2;2
CAO;2016;1;16;8;8;1;1;2;3;3;2;2;2
CAO;2017;1;16;7;9;1;2;2;3;2;2;2;2
CAO;2018;1;16;7;9;1;2;2;3;2;2;2;2
CAP;1995;1;7;6;1;0;0;1;0;3;0;2;1
CAP;1996;1;6;5;1;0;0;1;0;2;0;2;1
CAP;1997;1;6;5;1;0;0;1;0;2;0;2;1
CAP;1998;1;6;5;1;0;0;1;0;2;0;2;1
CAP;1999;1;6;5;1;0;0;1;0;2;0;2;1
CAP;2000;1;6;5;1;0;0;1;0;2;0;2;1
CAP;2001;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2002;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2003;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2004;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2005;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2006;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2007;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2008;1;5;4;1;0;0;0;0;2;0;2;1
CAP;2009;1;4;3;1;0;0;0;0;1;0;2;1
CAP;2010;1;5;3;2;0;0;0;0;1;1;2;1
CAP;2011;1;5;3;2;0;0;0;0;1;1;2;1
CAP;2012;1;5;3;2;0;0;0;0;1;1;2;1
CAP;2013;1;5;3;2;0;0;0;0;2;1;1;1
CAP;2014;1;5;3;2;0;0;0;0;2;1;1;1
CAP;2015;1;5;3;2;0;0;0;0;2;1;1;1
CAP;2016;1;5;3;2;0;0;0;0;2;1;1;1
CAP;2017;1;5;3;2;0;0;0;0;2;1;1;1
CAP;2018;1;5;3;2;0;0;0;0;2;1;1;1
CEN;1995;1;14;9;5;0;0;2;2;4;0;3;3
CEN;1996;1;15;9;6;0;1;2;2;4;0;3;3
CEN;1997;1;16;9;7;0;1;2;2;4;1;3;3
CEN;1998;1;15;9;6;0;1;2;2;4;0;3;3
CEN;1999;1;15;9;6;0;1;2;2;4;0;3;3
CEN;2000;1;15;9;6;0;1;2;2;4;0;3;3
CEN;2001;1;16;10;6;1;1;2;2;4;0;3;3
CEN;2002;1;16;10;6;1;1;2;2;4;0;3;3
CEN;2003;1;17;10;7;1;2;2;1;4;1;3;3
CEN;2004;1;16;10;6;1;1;2;1;4;1;3;3
CEN;2005;1;18;10;8;1;2;2;2;4;1;3;3
CEN;2006;1;18;9;9;0;3;2;2;4;1;3;3
CEN;2007;1;19;10;9;1;3;2;2;4;1;3;3
CEN;2008;1;19;10;9;1;2;2;2;4;2;3;3
CEN;2009;1;20;10;10;1;2;2;2;4;3;3;3
CEN;2010;1;21;11;10;1;2;3;2;4;3;3;3
CEN;2011;1;22;11;11;1;3;3;2;4;3;3;3
CEN;2012;1;22;11;11;2;3;2;2;4;3;3;3
CEN;2013;1;24;12;12;2;3;3;3;4;3;3;3
CEN;2014;1;24;12;12;2;3;3;3;4;3;3;3
CEN;2015;1;24;12;12;2;3;3;3;4;3;3;3
CEN;2016;1;23;12;11;2;3;3;2;4;3;3;3
CEN;2017;1;23;12;11;2;3;3;2;4;3;3;3
CEN;2018;1;23;12;11;2;3;3;2;4;3;3;3
CHA;1995;2;22;12;10;2;2;3;2;4;3;3;3
CHA;1996;2;22;12;10;2;2;3;2;4;3;3;3
CHA;1997;2;22;12;10;2;2;3;2;4;3;3;3
CHA;1998;2;22;12;10;2;2;3;2;4;3;3;3
CHA;1999;2;22;12;10;2;2;3;2;4;3;3;3
CHA;2000;2;22;12;10;2;2;3;2;4;3;3;3
CHA;2001;2;22;12;10;2;2;3;2;4;3;3;3
CHA;2002;2;21;11;10;2;2;2;2;4;3;3;3
CHA;2003;2;22;12;10;2;2;3;2;4;3;3;3
CHA;2004;2;21;11;10;2;2;3;2;3;3;3;3
CHA;2005;2;21;11;10;2;2;3;2;3;3;3;3
CHA;2006;2;20;11;9;2;2;3;1;3;3;3;3
CHA;2007;2;20;11;9;2;2;3;1;3;3;3;3
CHA;2008;2;21;11;10;2;3;3;1;3;3;3;3
CHA;2009;2;21;11;10;2;3;3;1;3;3;3;3
CHA;2010;2;21;11;10;2;3;3;1;3;3;3;3
CHA;2011;2;21;11;10;2;3;3;1;3;3;3;3
CHA;2012;2;20;11;9;2;2;3;1;3;3;3;3
CHA;2013;2;19;10;9;1;2;3;1;3;3;3;3
CHA;2014;2;19;10;9;1;2;3;1;3;3;3;3
CHA;2015;2;19;10;9;1;2;3;1;3;3;3;3
CHA;2016;2;19;10;9;1;2;3;1;3;3;3;3
CHA;2017;2;18;9;9;1;2;3;1;3;3;2;3
CHA;2018;2;19;10;9;1;2;3;1;3;3;3;3
CHL;1995;4;5;2;3;0;1;1;0;1;2;0;0
CHL;1996;4;5;2;3;0;1;1;0;1;2;0;0
CHL;1997;4;5;2;3;0;1;1;0;1;2;0;0
CHL;1998;4;4;2;2;0;0;1;0;1;2;0;0
CHL;1999;4;3;1;2;0;0;0;0;1;2;0;0
CHL;2000;4;3;1;2;0;0;0;0;1;2;0;0
CHL;2001;4;3;1;2;0;0;0;0;1;2;0;0
CHL;2002;4;3;1;2;0;0;0;0;1;2;0;0
CHL;2003;4;3;1;2;0;0;0;0;1;2;0;0
CHL;2004;4;3;1;2;0;0;0;0;1;2;0;0
CHL;2005;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2006;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2007;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2008;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2009;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2010;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2011;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2012;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2013;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2014;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2015;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2016;4;2;0;2;0;0;0;0;0;2;0;0
CHL;2017;4;3;0;3;0;0;0;1;0;2;0;0
CHL;2018;4;3;0;3;0;0;0;1;0;2;0;0
CHN;1995;3;12;7;5;2;2;0;2;3;0;2;1
CHN;1996;3;12;7;5;2;2;0;2;3;0;2;1
CHN;1997;3;12;7;5;2;2;0;2;3;0;2;1
CHN;1998;3;11;6;5;2;2;0;2;3;0;1;1
CHN;1999;3;11;6;5;2;2;0;2;3;0;1;1
CHN;2000;3;12;6;6;2;3;0;2;3;0;1;1
CHN;2001;3;10;5;5;2;2;0;2;2;0;1;1
CHN;2002;3;11;6;5;2;2;1;2;2;0;1;1
CHN;2003;3;10;5;5;2;2;0;2;2;0;1;1
CHN;2004;3;10;5;5;2;2;0;2;2;0;1;1
CHN;2005;3;10;5;5;2;2;0;2;2;0;1;1
CHN;2006;3;10;5;5;2;2;0;2;2;0;1;1
CHN;2007;3;10;5;5;2;2;0;2;2;0;1;1
CHN;2008;3;9;4;5;1;2;0;2;2;0;1;1
CHN;2009;3;8;4;4;1;2;0;2;2;0;1;0
CHN;2010;3;8;4;4;1;2;0;2;2;0;1;0
CHN;2011;3;7;3;4;1;2;0;2;1;0;1;0
CHN;2012;3;7;3;4;1;2;0;2;1;0;1;0
CHN;2013;3;6;2;4;1;2;0;2;1;0;0;0
CHN;2014;3;6;2;4;1;2;0;2;1;0;0;0
CHN;2015;3;6;2;4;1;2;0;2;1;0;0;0
CHN;2016;3;6;2;4;1;2;0;2;1;0;0;0
CHN;2017;3;7;2;5;1;2;0;3;1;0;0;0
CHN;2018;3;7;2;5;1;2;0;3;1;0;0;0
COL;1995;4;13;4;9;2;3;0;2;1;3;1;1
COL;1996;4;13;4;9;2;3;0;2;1;3;1;1
COL;1997;4;13;4;9;2;3;0;2;1;3;1;1
COL;1998;4;13;4;9;2;3;0;2;1;3;1;1
COL;1999;4;14;5;9;2;3;0;2;2;3;1;1
COL;2000;4;13;4;9;2;3;0;2;1;3;1;1
COL;2001;4;13;4;9;2;3;0;2;1;3;1;1
COL;2002;4;13;4;9;2;3;0;2;1;3;1;1
COL;2003;4;13;4;9;2;3;0;2;1;3;1;1
COL;2004;4;13;4;9;2;3;0;2;1;3;1;1
COL;2005;4;13;4;9;2;3;0;2;1;3;1;1
COL;2006;4;12;4;8;2;3;0;2;1;3;1;0
COL;2007;4;12;4;8;2;3;0;2;1;3;1;0
COL;2008;4;12;4;8;2;3;0;2;1;3;1;0
COL;2009;4;11;3;8;2;3;0;2;1;3;0;0
COL;2010;4;11;3;8;2;3;0;2;1;3;0;0
COL;2011;4;11;3;8;2;3;0;2;1;3;0;0
COL;2012;4;10;3;7;2;2;0;2;1;3;0;0
COL;2013;4;9;3;6;2;2;0;2;1;2;0;0
COL;2014;4;9;3;6;2;2;0;2;1;2;0;0
COL;2015;4;10;3;7;2;2;0;2;1;3;0;0
COL;2016;4;10;3;7;2;2;0;2;1;3;0;0
COL;2017;4;11;3;8;2;2;0;3;1;3;0;0
COL;2018;4;11;3;8;2;2;0;3;1;3;0;0
COM;1995;2;16;8;8;0;0;3;3;3;2;2;3
COM;1996;2;14;8;6;0;0;3;2;3;1;2;3
COM;1997;2;16;8;8;0;1;3;3;3;1;2;3
COM;1998;2;15;8;7;0;0;3;3;3;1;2;3
COM;1999;2;18;8;10;0;1;3;3;3;3;2;3
COM;2000;2;17;8;9;0;0;3;3;3;3;2;3
COM;2001;2;16;8;8;0;0;3;2;3;3;2;3
COM;2002;2;16;8;8;0;0;3;2;3;3;2;3
COM;2003;2;16;8;8;0;0;3;2;3;3;2;3
COM;2004;2;15;8;7;0;0;3;1;3;3;2;3
COM;2005;2;14;8;6;0;0;3;1;3;3;2;2
COM;2006;2;14;8;6;0;0;3;1;3;3;2;2
COM;2007;2;14;7;7;0;1;2;1;3;3;2;2
COM;2008;2;13;7;6;0;1;2;0;3;3;2;2
COM;2009;2;12;7;5;0;0;2;0;3;3;2;2
COM;2010;2;12;7;5;0;0;2;0;3;3;2;2
COM;2011;2;12;7;5;0;0;2;0;3;3;2;2
COM;2012;2;12;7;5;0;0;2;0;3;3;2;2
COM;2013;2;12;7;5;0;0;2;0;3;3;2;2
COM;2014;2;12;7;5;0;0;2;0;3;3;2;2
COM;2015;2;12;7;5;0;0;2;0;3;3;2;2
COM;2016;2;11;6;5;0;0;1;0;3;3;2;2
COM;2017;2;11;6;5;0;0;1;0;3;3;2;2
COM;2018;2;12;7;5;0;0;2;0;3;3;2;2
CON;1995;1;15;5;10;0;2;1;2;2;3;2;3
CON;1996;1;13;5;8;0;1;1;2;2;2;2;3
CON;1997;1;16;6;10;1;3;1;2;2;2;2;3
CON;1998;1;16;7;9;1;2;2;2;2;2;2;3
CON;1999;1;18;8;10;1;3;2;2;2;2;3;3
CON;2000;1;18;8;10;1;2;2;2;2;3;3;3
CON;2001;1;18;8;10;1;2;2;2;2;3;3;3
CON;2002;1;18;8;10;1;2;2;2;2;3;3;3
CON;2003;1;17;7;10;1;2;2;2;2;3;2;3
CON;2004;1;17;8;9;2;1;2;2;2;3;2;3
CON;2005;1;17;8;9;1;1;3;2;2;3;2;3
CON;2006;1;18;8;10;1;2;3;2;2;3;2;3
CON;2007;1;16;7;9;1;1;2;2;2;3;2;3
CON;2008;1;15;7;8;1;1;2;2;2;2;2;3
CON;2009;1;15;7;8;1;1;2;2;2;2;2;3
CON;2010;1;15;7;8;1;1;2;2;2;2;2;3
CON;2011;1;14;6;8;0;1;2;2;2;2;2;3
CON;2012;1;13;6;7;0;1;2;2;2;2;2;2
CON;2013;1;13;6;7;0;1;2;2;2;2;2;2
CON;2014;1;13;6;7;0;1;2;2;2;2;2;2
CON;2015;1;13;6;7;0;1;2;2;2;2;2;2
CON;2016;1;13;6;7;0;1;2;2;2;2;2;2
CON;2017;1;13;5;8;0;2;2;2;2;2;1;2
CON;2018;1;13;5;8;0;2;2;2;2;2;1;2
COS;1995;4;3;1;2;0;0;0;0;1;2;0;0
COS;1996;4;3;1;2;0;0;0;0;1;2;0;0
COS;1997;4;1;1;0;0;0;0;0;1;0;0;0
COS;1998;4;1;1;0;0;0;0;0;1;0;0;0
COS;1999;4;1;1;0;0;0;0;0;1;0;0;0
COS;2000;4;1;1;0;0;0;0;0;1;0;0;0
COS;2001;4;1;1;0;0;0;0;0;1;0;0;0
COS;2002;4;1;1;0;0;0;0;0;1;0;0;0
COS;2003;4;1;1;0;0;0;0;0;1;0;0;0
COS;2004;4;1;1;0;0;0;0;0;1;0;0;0
COS;2005;4;1;1;0;0;0;0;0;1;0;0;0
COS;2006;4;1;1;0;0;0;0;0;1;0;0;0
COS;2007;4;1;1;0;0;0;0;0;1;0;0;0
COS;2008;4;1;1;0;0;0;0;0;1;0;0;0
COS;2009;4;1;1;0;0;0;0;0;1;0;0;0
COS;2010;4;1;1;0;0;0;0;0;1;0;0;0
COS;2011;4;1;1;0;0;0;0;0;1;0;0;0
COS;2012;4;1;1;0;0;0;0;0;1;0;0;0
COS;2013;4;1;1;0;0;0;0;0;1;0;0;0
COS;2014;4;1;1;0;0;0;0;0;1;0;0;0
COS;2015;4;1;1;0;0;0;0;0;1;0;0;0
COS;2016;4;1;1;0;0;0;0;0;1;0;0;0
COS;2017;4;1;1;0;0;0;0;0;1;0;0;0
COS;2018;4;1;1;0;0;0;0;0;1;0;0;0
CRO;1995;5;10;4;6;1;3;1;3;1;0;1;0
CRO;1996;5;8;3;5;1;2;1;3;1;0;0;0
CRO;1997;5;7;2;5;1;2;1;3;0;0;0;0
CRO;1998;5;7;2;5;1;2;1;3;0;0;0;0
CRO;1999;5;7;2;5;1;2;1;3;0;0;0;0
CRO;2000;5;5;2;3;1;1;1;2;0;0;0;0
CRO;2001;5;4;2;2;1;0;1;2;0;0;0;0
CRO;2002;5;5;2;3;1;1;1;2;0;0;0;0
CRO;2003;5;5;2;3;1;1;1;2;0;0;0;0
CRO;2004;5;3;1;2;0;0;1;2;0;0;0;0
CRO;2005;5;4;1;3;0;1;1;2;0;0;0;0
CRO;2006;5;3;1;2;0;0;1;2;0;0;0;0
CRO;2007;5;3;1;2;0;0;1;2;0;0;0;0
CRO;2008;5;3;1;2;0;0;1;2;0;0;0;0
CRO;2009;5;3;1;2;0;0;1;2;0;0;0;0
CRO;2010;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2011;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2012;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2013;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2014;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2015;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2016;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2017;5;2;0;2;0;0;0;2;0;0;0;0
CRO;2018;5;2;0;2;0;0;0;2;0;0;0;0
CUB;1995;4;10;4;6;0;1;1;1;2;3;1;1
CUB;1996;4;10;4;6;0;2;1;1;2;3;1;0
CUB;1997;4;10;4;6;0;2;1;1;2;3;1;0
CUB;1998;4;10;4;6;0;2;1;1;2;3;1;0
CUB;1999;4;10;4;6;0;2;1;1;2;3;1;0
CUB;2000;4;9;4;5;0;1;1;1;2;3;1;0
CUB;2001;4;7;2;5;0;1;1;1;1;3;0;0
CUB;2002;4;7;2;5;0;1;1;1;1;3;0;0
CUB;2003;4;7;2;5;0;1;1;1;1;3;0;0
CUB;2004;4;7;2;5;0;1;1;1;1;3;0;0
CUB;2005;4;7;2;5;0;1;1;1;1;3;0;0
CUB;2006;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2007;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2008;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2009;4;6;1;5;0;2;0;1;1;2;0;0
CUB;2010;4;6;1;5;0;2;0;1;1;2;0;0
CUB;2011;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2012;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2013;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2014;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2015;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2016;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2017;4;5;1;4;0;1;0;1;1;2;0;0
CUB;2018;4;5;1;4;0;1;0;1;1;2;0;0
CYP;1995;6;3;0;3;0;0;0;3;0;0;0;0
CYP;1996;6;3;0;3;0;0;0;3;0;0;0;0
CYP;1997;6;3;0;3;0;0;0;3;0;0;0;0
CYP;1998;6;3;0;3;0;0;0;3;0;0;0;0
CYP;1999;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2000;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2001;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2002;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2003;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2004;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2005;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2006;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2007;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2008;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2009;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2010;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2011;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2012;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2013;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2014;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2015;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2016;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2017;6;3;0;3;0;0;0;3;0;0;0;0
CYP;2018;6;3;0;3;0;0;0;3;0;0;0;0
CZR;1995;5;1;1;0;0;0;1;0;0;0;0;0
CZR;1996;5;1;1;0;0;0;1;0;0;0;0;0
CZR;1997;5;1;1;0;0;0;1;0;0;0;0;0
CZR;1998;5;1;1;0;0;0;1;0;0;0;0;0
CZR;1999;5;1;1;0;0;0;1;0;0;0;0;0
CZR;2000;5;1;1;0;0;0;1;0;0;0;0;0
