,year,country_code,left_soc_inc,comm_inc,conserv_inc,right_inc,turnout
0,1960,AUS,,,,,95.5
1,1961,AUS,,,-3.6000000000000014,,95.3
2,1962,AUS,,,-3.6000000000000014,,95.3
3,1963,AUS,,,3.5,,95.7
4,1964,AUS,,,3.5,,95.7
5,1965,AUS,,,3.5,,95.7
6,1966,AUS,,,3.0,,95.1
7,1967,AUS,,,3.0,,95.1
8,1968,AUS,,,3.0,,95.1
9,1969,AUS,,,-5.300000000000004,,95.0
10,1970,AUS,,,-5.300000000000004,,95.0
11,1971,AUS,,,-5.300000000000004,,95.0
12,1972,AUS,,,-2.799999999999997,,95.4
13,1973,AUS,,,-2.799999999999997,,95.4
14,1974,AUS,,,2.8999999999999986,,95.4
15,1975,AUS,,,6.899999999999999,,95.4
16,1976,AUS,,,6.899999999999999,,95.4
17,1977,AUS,,,-3.6999999999999957,,95.0
18,1978,AUS,,,-3.6999999999999957,,95.0
19,1979,AUS,,,-3.6999999999999957,,95.0
20,1980,AUS,,,-0.7000000000000028,,94.4
21,1981,AUS,,,-0.7000000000000028,,94.4
22,1982,AUS,,,-0.7000000000000028,,94.4
23,1983,AUS,,,-3.0,,94.6
24,1984,AUS,,,-3.0,,94.2
25,1985,AUS,,,-3.0,,94.2
26,1986,AUS,,,-3.0,,94.2
27,1987,AUS,,,-0.10000000000000142,,93.8
28,1988,AUS,,,-0.10000000000000142,,93.8
29,1989,AUS,,,-0.10000000000000142,,93.8
30,1990,AUS,,,0.7000000000000028,,95.3
31,1991,AUS,,,0.7000000000000028,,95.3
32,1992,AUS,,,0.7000000000000028,,95.3
33,1993,AUS,,,2.1000000000000014,,95.8
34,1994,AUS,,,2.1000000000000014,,95.8
35,1995,AUS,,,2.1000000000000014,,95.8
36,1996,AUS,,,1.6000000000000014,,95.8
37,1997,AUS,,,1.6000000000000014,,95.8
38,1998,AUS,,,-4.5,8.4,95.0
39,1999,AUS,,,-4.5,8.4,95.0
40,2000,AUS,,,-4.5,8.4,95.0
41,2001,AUS,,,3.1999999999999957,-4.1000000000000005,94.9
42,2002,AUS,,,3.1999999999999957,-4.1000000000000005,94.9
43,2003,AUS,,,3.1999999999999957,-4.1000000000000005,94.9
44,2004,AUS,,,3.3999999999999986,-4.3,94.3
45,2005,AUS,,,3.3999999999999986,-4.3,94.3
46,2006,AUS,,,3.3999999999999986,-4.3,94.3
47,2007,AUS,,,-2.1999999999999957,-4.3,94.8
48,2008,AUS,,,-2.1999999999999957,-4.3,94.8
49,2009,AUS,,,-2.1999999999999957,-4.3,94.8
50,2010,AUS,,,0.9999999999999929,-4.3,93.2
51,2011,AUS,,,0.9999999999999929,-4.3,93.2
52,2012,AUS,,,0.9999999999999929,-4.3,93.2
53,2013,AUS,,,-0.7999999999999972,-4.3,93.2
54,2014,AUS,,,-0.7999999999999972,-4.3,93.2
55,2015,AUS,,,-0.7999999999999972,-4.3,93.2
56,2016,AUS,,,-1.5999999999999943,-4.3,91.0
57,2017,AUS,,,-1.5999999999999943,-4.3,91.0
58,1960,AUT,,,,,94.2
59,1961,AUT,,,,,94.2
60,1962,AUT,,-0.2999999999999998,,,93.8
61,1963,AUT,,-0.2999999999999998,,,93.8
62,1964,AUT,,-0.2999999999999998,,,93.8
63,1965,AUT,,-0.2999999999999998,,,93.8
64,1966,AUT,,-3.0,,,93.8
65,1967,AUT,,-3.0,,,93.8
66,1968,AUT,,-3.0,,,93.8
67,1969,AUT,,-3.0,,,93.8
68,1970,AUT,,-3.0,,,91.8
69,1971,AUT,,-3.0,,,92.4
70,1972,AUT,,-3.0,,,92.4
71,1973,AUT,,-3.0,,,92.4
72,1974,AUT,,-3.0,,,92.4
73,1975,AUT,,-3.0,,,92.9
74,1976,AUT,,-3.0,,,92.9
75,1977,AUT,,-3.0,,,92.9
76,1978,AUT,,-3.0,,,92.9
77,1979,AUT,,-3.0,,,92.2
78,1980,AUT,,-3.0,,,92.2
79,1981,AUT,,-3.0,,,92.2
80,1982,AUT,,-3.0,,,92.2
81,1983,AUT,,-3.0,,,92.6
82,1984,AUT,,-3.0,,,92.6
83,1985,AUT,,-3.0,,,92.6
84,1986,AUT,,-3.0,,9.7,90.5
85,1987,AUT,,-3.0,,9.7,90.5
86,1988,AUT,,-3.0,,9.7,90.5
87,1989,AUT,,-3.0,,9.7,90.5
88,1990,AUT,,-3.0,,6.900000000000002,83.7
89,1991,AUT,,-3.0,,6.900000000000002,83.7
90,1992,AUT,,-3.0,,6.900000000000002,83.7
91,1993,AUT,,-3.0,,6.900000000000002,83.7
92,1994,AUT,,-3.0,,5.899999999999999,81.9
93,1995,AUT,,-3.0,,-0.6000000000000014,86.0
94,1996,AUT,,-3.0,,-0.6000000000000014,86.0
95,1997,AUT,,-3.0,,-0.6000000000000014,86.0
96,1998,AUT,,-3.0,,-0.6000000000000014,86.0
97,1999,AUT,,-3.0,,5.0,80.4
98,2000,AUT,,-3.0,,5.0,80.4
99,2001,AUT,,-3.0,,5.0,80.4
100,2002,AUT,,-3.0,,-16.9,84.3
101,2003,AUT,,-3.0,,-16.9,84.3
102,2004,AUT,,-3.0,,-16.9,84.3
103,2005,AUT,,-3.0,,-16.9,84.3
104,2006,AUT,,-3.0,,5.1,78.5
105,2007,AUT,,-3.0,,5.1,78.5
106,2008,AUT,,-3.0,,13.1,78.8
107,2009,AUT,,-3.0,,13.1,78.8
108,2010,AUT,,-3.0,,13.1,78.8
109,2011,AUT,,-3.0,,13.1,78.8
110,2012,AUT,,-3.0,,13.1,78.8
111,2013,AUT,,-3.0,,-4.099999999999998,74.1
112,2014,AUT,,-3.0,,-4.099999999999998,74.1
113,2015,AUT,,-3.0,,-4.099999999999998,74.1
114,2016,AUT,,-3.0,,-4.099999999999998,74.1
115,2017,AUT,,-3.0,,1.8999999999999986,80.0
116,1960,BEL,,,,,93.6
117,1961,BEL,,3.1,,,92.3
118,1962,BEL,,3.1,,,92.3
119,1963,BEL,,3.1,,,92.3
120,1964,BEL,,3.1,,,92.3
121,1965,BEL,,1.4999999999999996,,,91.6
122,1966,BEL,,1.4999999999999996,,,91.6
123,1967,BEL,,1.4999999999999996,,,91.6
124,1968,BEL,,-1.2999999999999998,,,90.0
125,1969,BEL,,-1.2999999999999998,,,90.0
126,1970,BEL,,-1.2999999999999998,,,90.0
127,1971,BEL,,-0.19999999999999973,,,91.5
128,1972,BEL,,-0.19999999999999973,,,91.5
129,1973,BEL,,-0.19999999999999973,,,91.5
130,1974,BEL,,0.10000000000000009,,,90.3
131,1975,BEL,,0.10000000000000009,,,90.3
132,1976,BEL,,0.10000000000000009,,,90.3
133,1977,BEL,,-0.5,,,95.1
134,1978,BEL,,0.5999999999999996,,,94.8
135,1979,BEL,,0.5999999999999996,,,94.8
136,1980,BEL,,0.5999999999999996,,,94.8
137,1981,BEL,,-1.0,,2.7,94.6
138,1982,BEL,,-1.0,,2.7,94.6
139,1983,BEL,,-1.0,,2.7,94.6
140,1984,BEL,,-1.0,,2.7,94.6
141,1985,BEL,,-2.3,,-2.7,93.6
142,1986,BEL,,-2.3,,-2.7,93.6
143,1987,BEL,,-2.3,,-2.7,93.4
144,1988,BEL,,-2.3,,-2.7,93.4
145,1989,BEL,,-2.3,,-2.7,93.4
146,1990,BEL,,-2.3,,-2.7,93.4
147,1991,BEL,,-2.3,,6.6,92.7
148,1992,BEL,,-2.3,,6.6,92.7
149,1993,BEL,,-2.3,,6.6,92.7
150,1994,BEL,,-2.3,,6.6,92.7
151,1995,BEL,,-2.3,,3.5,91.1
152,1996,BEL,,-2.3,,3.5,91.1
153,1997,BEL,,-2.3,,3.5,91.1
154,1998,BEL,,-2.3,,3.5,91.1
155,1999,BEL,,-2.3,,-0.1999999999999993,90.6
156,2000,BEL,,-2.3,,-0.1999999999999993,90.6
157,2001,BEL,,-2.3,,-0.1999999999999993,90.6
158,2002,BEL,,-2.3,,-0.1999999999999993,90.6
159,2003,BEL,,-2.3,,3.799999999999999,91.6
160,2004,BEL,,-2.3,,3.799999999999999,91.6
161,2005,BEL,,-2.3,,3.799999999999999,91.6
162,2006,BEL,,-2.3,,3.799999999999999,91.6
163,2007,BEL,,-2.3,,0.3000000000000007,91.1
164,2008,BEL,,-2.3,,0.3000000000000007,91.1
165,2009,BEL,,-2.3,,0.3000000000000007,91.1
166,2010,BEL,,-2.3,,-6.2,89.2
167,2011,BEL,,-2.3,,-6.2,89.2
168,2012,BEL,,-2.3,,-6.2,89.2
169,2013,BEL,,-2.3,,-6.2,89.2
170,2014,BEL,2.0,-2.3,,-4.1,89.4
171,2015,BEL,2.0,-2.3,,-4.1,89.4
172,2016,BEL,2.0,-2.3,,-4.1,89.4
173,2017,BEL,2.0,-2.3,,-4.1,89.4
174,1990,BGR,,,,,90.6
175,1991,BGR,,,,,83.9
176,1992,BGR,,,,,83.9
177,1993,BGR,,,,,83.9
178,1994,BGR,,,,,75.2
179,1995,BGR,,,,,75.2
180,1996,BGR,,,,,75.2
181,1997,BGR,,,,,58.9
182,1998,BGR,,,,,58.9
183,1999,BGR,,,,,58.9
184,2000,BGR,,,,,58.9
185,2001,BGR,17.2,,,3.6,66.6
186,2002,BGR,17.2,,,3.6,66.6
187,2003,BGR,17.2,,,3.6,66.6
188,2004,BGR,17.2,,,3.6,66.6
189,2005,BGR,13.8,,,4.5,55.8
190,2006,BGR,13.8,,,4.5,55.8
191,2007,BGR,13.8,,,4.5,55.8
192,2008,BGR,13.8,,,4.5,55.8
193,2009,BGR,-13.2,,44.0,1.3000000000000007,61.0
194,2010,BGR,-13.2,,44.0,1.3000000000000007,61.0
195,2011,BGR,-13.2,,44.0,1.3000000000000007,61.0
196,2012,BGR,-13.2,,44.0,1.3000000000000007,61.0
197,2013,BGR,8.8,,-10.600000000000001,1.5999999999999996,51.4
198,2014,BGR,-11.200000000000001,,13.900000000000006,0.8000000000000007,51.1
199,2015,BGR,-11.200000000000001,,13.900000000000006,0.8000000000000007,51.1
200,2016,BGR,-11.200000000000001,,13.900000000000006,0.8000000000000007,51.1
201,2017,BGR,12.499999999999998,,-10.700000000000003,1.8000000000000007,54.1
202,1960,CAN,,,,,80.6
203,1961,CAN,,,,,80.6
204,1962,CAN,,,-16.300000000000004,,80.1
205,1963,CAN,,,-4.5,,80.3
206,1964,CAN,,,-4.5,,80.3
207,1965,CAN,,,-0.3999999999999986,,75.9
208,1966,CAN,,,-0.3999999999999986,,75.9
209,1967,CAN,,,-0.3999999999999986,,75.9
210,1968,CAN,,,-1.0,,75.7
211,1969,CAN,,,-1.0,,75.7
212,1970,CAN,,,-1.0,,75.7
213,1971,CAN,,,-1.0,,75.7
214,1972,CAN,,,3.6000000000000014,,77.2
215,1973,CAN,,,3.6000000000000014,,77.2
216,1974,CAN,,,0.3999999999999986,,71.0
217,1975,CAN,,,0.3999999999999986,,71.0
218,1976,CAN,,,0.3999999999999986,,71.0
219,1977,CAN,,,0.3999999999999986,,71.0
220,1978,CAN,,,0.3999999999999986,,71.0
221,1979,CAN,,,0.5,,75.7
222,1980,CAN,,,-3.3999999999999986,,69.3
223,1981,CAN,,,-3.3999999999999986,,69.3
224,1982,CAN,,,-3.3999999999999986,,69.3
225,1983,CAN,,,-3.3999999999999986,,69.3
226,1984,CAN,,,17.5,,75.7
227,1985,CAN,,,17.5,,75.7
228,1986,CAN,,,17.5,,75.7
229,1987,CAN,,,17.5,,75.7
230,1988,CAN,,,-7.0,,75.5
231,1989,CAN,,,-7.0,,75.5
232,1990,CAN,,,-7.0,,75.5
233,1991,CAN,,,-7.0,,75.5
234,1992,CAN,,,-7.0,,75.5
235,1993,CAN,,,-27.0,,69.6
236,1994,CAN,,,-27.0,,69.6
237,1995,CAN,,,-27.0,,69.6
238,1996,CAN,,,-27.0,,69.6
239,1997,CAN,,,2.6999999999999993,,67.0
240,1998,CAN,,,2.6999999999999993,,67.0
241,1999,CAN,,,2.6999999999999993,,67.0
242,2000,CAN,,,-6.5,,60.5
243,2001,CAN,,,-6.5,,60.5
244,2002,CAN,,,-6.5,,60.5
245,2003,CAN,,,-6.5,,60.5
246,2004,CAN,,,17.400000000000002,,60.9
247,2005,CAN,,,17.400000000000002,,60.9
248,2006,CAN,,,6.699999999999996,,64.7
249,2007,CAN,,,6.699999999999996,,64.7
250,2008,CAN,,,1.4000000000000057,,58.8
251,2009,CAN,,,1.4000000000000057,,58.8
252,2010,CAN,,,1.4000000000000057,,58.8
253,2011,CAN,,,1.8999999999999986,,61.1
254,2012,CAN,,,1.8999999999999986,,61.1
255,2013,CAN,,,1.8999999999999986,,61.1
256,2014,CAN,,,1.8999999999999986,,61.1
257,2015,CAN,,,-7.700000000000003,,68.3
258,2016,CAN,,,-7.700000000000003,,68.3
259,2017,CAN,,,-7.700000000000003,,68.3
260,2000,HRV,,,,,72.9
261,2001,HRV,,,,,72.9
262,2002,HRV,,,,,72.9
263,2003,HRV,,,,1.1000000000000005,62.1
264,2004,HRV,,,,1.1000000000000005,62.1
265,2005,HRV,,,,1.1000000000000005,62.1
266,2006,HRV,,,,1.1000000000000005,62.1
267,2007,HRV,,,,-2.9000000000000004,59.5
268,2008,HRV,,,,-2.9000000000000004,59.5
269,2009,HRV,,,,-2.9000000000000004,59.5
270,2010,HRV,,,,-2.9000000000000004,59.5
271,2011,HRV,5.2,,,2.4000000000000004,54.2
272,2012,HRV,5.2,,,2.4000000000000004,54.2
273,2013,HRV,5.2,,,2.4000000000000004,54.2
274,2014,HRV,5.2,,,2.4000000000000004,54.2
275,2015,HRV,-1.0,,,-5.9,60.8
276,2016,HRV,1.7999999999999998,,,-5.9,52.6
277,2017,HRV,1.7999999999999998,,,-5.9,52.6
278,1976,CYP,,,,,85.3
279,1977,CYP,,,,,85.3
280,1978,CYP,,,,,85.3
281,1979,CYP,,,,,85.3
282,1980,CYP,,,,,85.3
283,1981,CYP,,32.8,7.099999999999994,,95.8
284,1982,CYP,,32.8,7.099999999999994,,95.8
285,1983,CYP,,32.8,7.099999999999994,,95.8
286,1984,CYP,,32.8,7.099999999999994,,95.8
287,1985,CYP,,-5.399999999999999,-1.0999999999999943,,94.6
288,1986,CYP,,-5.399999999999999,-1.0999999999999943,,94.6
289,1987,CYP,,-5.399999999999999,-1.0999999999999943,,94.6
290,1988,CYP,,-5.399999999999999,-1.0999999999999943,,94.6
291,1989,CYP,,-5.399999999999999,-1.0999999999999943,,94.6
292,1990,CYP,,-5.399999999999999,-1.0999999999999943,,94.6
293,1991,CYP,,3.200000000000003,2.1999999999999957,,93.0
294,1992,CYP,,3.200000000000003,2.1999999999999957,,93.0
295,1993,CYP,,3.200000000000003,2.1999999999999957,,93.0
296,1994,CYP,,3.200000000000003,2.1999999999999957,,93.0
297,1995,CYP,,3.200000000000003,2.1999999999999957,,93.0
298,1996,CYP,,2.3999999999999986,-1.2999999999999972,,92.9
299,1997,CYP,,2.3999999999999986,-1.2999999999999972,,92.9
300,1998,CYP,,2.3999999999999986,-1.2999999999999972,,92.9
301,1999,CYP,,2.3999999999999986,-1.2999999999999972,,92.9
302,2000,CYP,,2.3999999999999986,-1.2999999999999972,,92.9
303,2001,CYP,,1.7000000000000028,-0.5,,90.5
304,2002,CYP,,1.7000000000000028,-0.5,,90.5
305,2003,CYP,,1.7000000000000028,-0.5,,90.5
306,2004,CYP,,1.7000000000000028,-0.5,,90.5
307,2005,CYP,,1.7000000000000028,-0.5,,90.5
308,2006,CYP,,-3.6000000000000014,-3.6999999999999993,,89.0
309,2007,CYP,,-3.6000000000000014,-3.6999999999999993,,89.0
310,2008,CYP,,-3.6000000000000014,-3.6999999999999993,,89.0
311,2009,CYP,,-3.6000000000000014,-3.6999999999999993,,89.0
312,2010,CYP,,-3.6000000000000014,-3.6999999999999993,,89.0
313,2011,CYP,,1.6000000000000014,3.9999999999999964,,78.7
314,2012,CYP,,1.6000000000000014,3.9999999999999964,,78.7
315,2013,CYP,,1.6000000000000014,3.9999999999999964,,78.7
316,2014,CYP,,1.6000000000000014,3.9999999999999964,,78.7
317,2015,CYP,,1.6000000000000014,3.9999999999999964,,78.7
318,2016,CYP,,-7.0000000000000036,-3.599999999999998,8.9,66.7
319,2017,CYP,,-7.0000000000000036,-3.599999999999998,8.9,66.7
320,1990,CZE,,,,,96.8
321,1991,CZE,,,,,96.8
322,1992,CZE,-2.7,0.9000000000000004,32.4,6.0,85.0
323,1993,CZE,-2.7,0.9000000000000004,32.4,6.0,85.0
324,1994,CZE,-2.7,0.9000000000000004,32.4,6.0,85.0
325,1995,CZE,-2.7,0.9000000000000004,32.4,6.0,85.0
326,1996,CZE,-2.7,-3.799999999999999,-2.799999999999997,2.0,76.3
327,1997,CZE,-2.7,-3.799999999999999,-2.799999999999997,2.0,76.3
328,1998,CZE,-2.7,0.6999999999999993,-1.9000000000000021,-4.1,73.9
329,1999,CZE,-2.7,0.6999999999999993,-1.9000000000000021,-4.1,73.9
330,2000,CZE,-2.7,0.6999999999999993,-1.9000000000000021,-4.1,73.9
331,2001,CZE,-2.7,0.6999999999999993,-1.9000000000000021,-4.1,73.9
332,2002,CZE,-2.7,7.5,-3.1999999999999993,-3.9,58.0
333,2003,CZE,-2.7,7.5,-3.1999999999999993,-3.9,58.0
334,2004,CZE,-2.7,7.5,-3.1999999999999993,-3.9,58.0
335,2005,CZE,-2.7,7.5,-3.1999999999999993,-3.9,58.0
336,2006,CZE,-2.7,-5.699999999999999,13.0,-3.9,64.5
337,2007,CZE,-2.7,-5.699999999999999,13.0,-3.9,64.5
338,2008,CZE,-2.7,-5.699999999999999,13.0,-3.9,64.5
339,2009,CZE,-2.7,-5.699999999999999,13.0,-3.9,64.5
340,2010,CZE,-2.7,-1.5,10.299999999999997,3.7,62.6
341,2011,CZE,-2.7,-1.5,10.299999999999997,3.7,62.6
342,2012,CZE,-2.7,-1.5,10.299999999999997,3.7,62.6
343,2013,CZE,-2.7,3.5999999999999996,-28.099999999999998,5.7,59.5
344,2014,CZE,-2.7,3.5999999999999996,-28.099999999999998,5.7,59.5
345,2015,CZE,-2.7,3.5999999999999996,-28.099999999999998,5.7,59.5
346,2016,CZE,-2.7,3.5999999999999996,-28.099999999999998,5.7,59.5
347,2017,CZE,-2.7,-7.1000000000000005,2.1000000000000014,1.1999999999999993,60.8
348,1960,DNK,,,,,85.8
349,1961,DNK,,,,,85.8
350,1962,DNK,,,,,85.8
351,1963,DNK,,,,,85.8
352,1964,DNK,-0.2999999999999998,,1.4000000000000021,,85.5
353,1965,DNK,-0.2999999999999998,,1.4000000000000021,,85.5
354,1966,DNK,5.1000000000000005,,-3.900000000000002,,88.6
355,1967,DNK,5.1000000000000005,,-3.900000000000002,,88.6
356,1968,DNK,-2.8000000000000007,,1.6999999999999993,,89.3
357,1969,DNK,-2.8000000000000007,,1.6999999999999993,,89.3
358,1970,DNK,-2.8000000000000007,,1.6999999999999993,,89.3
359,1971,DNK,1.0,,-3.6999999999999993,,87.2
360,1972,DNK,1.0,,-3.6999999999999993,,87.2
361,1973,DNK,-3.0999999999999996,3.6,-7.5,,88.7
362,1974,DNK,-3.0999999999999996,3.6,-7.5,,88.7
363,1975,DNK,1.0999999999999996,0.6000000000000001,-3.6999999999999993,,88.2
364,1976,DNK,1.0999999999999996,0.6000000000000001,-3.6999999999999993,,88.2
365,1977,DNK,-0.5,-0.5,3.0,,88.0
366,1978,DNK,-0.5,-0.5,3.0,,88.0
367,1979,DNK,3.0000000000000018,-3.7,4.0,,85.6
368,1980,DNK,3.0000000000000018,-3.7,4.0,,85.6
369,1981,DNK,4.299999999999999,-3.7,2.0,,83.2
370,1982,DNK,4.299999999999999,-3.7,2.0,,83.2
371,1983,DNK,4.299999999999999,-3.7,2.0,,83.2
372,1984,DNK,0.29999999999999893,-3.7,8.899999999999999,,88.4
373,1985,DNK,0.29999999999999893,-3.7,8.899999999999999,,88.4
374,1986,DNK,0.29999999999999893,-3.7,8.899999999999999,,88.4
375,1987,DNK,0.40000000000000036,-3.7,-2.599999999999998,,86.7
376,1988,DNK,-1.5999999999999996,-3.7,-1.5,,85.7
377,1989,DNK,-1.5999999999999996,-3.7,-1.5,,85.7
378,1990,DNK,-4.699999999999999,-3.7,-3.3000000000000007,,81.4
379,1991,DNK,-4.699999999999999,-3.7,-3.3000000000000007,,81.4
380,1992,DNK,-4.699999999999999,-3.7,-3.3000000000000007,,81.4
381,1993,DNK,-4.699999999999999,-3.7,-3.3000000000000007,,81.4
382,1994,DNK,2.0999999999999996,-3.7,-1.0,,84.3
383,1995,DNK,2.0999999999999996,-3.7,-1.0,,84.3
384,1996,DNK,2.0999999999999996,-3.7,-1.0,,84.3
385,1997,DNK,2.0999999999999996,-3.7,-1.0,,84.3
386,1998,DNK,-0.09999999999999964,-3.7,-6.1,7.4,86.0
387,1999,DNK,-0.09999999999999964,-3.7,-6.1,7.4,86.0
388,2000,DNK,-0.09999999999999964,-3.7,-6.1,7.4,86.0
389,2001,DNK,-1.5,-3.7,0.1999999999999993,4.6,87.1
390,2002,DNK,-1.5,-3.7,0.1999999999999993,4.6,87.1
391,2003,DNK,-1.5,-3.7,0.1999999999999993,4.6,87.1
392,2004,DNK,-1.5,-3.7,0.1999999999999993,4.6,87.1
393,2005,DNK,0.5999999999999996,-3.7,1.200000000000001,1.3000000000000007,84.5
394,2006,DNK,0.5999999999999996,-3.7,1.200000000000001,1.3000000000000007,84.5
395,2007,DNK,5.799999999999999,-3.7,0.09999999999999964,0.5999999999999996,86.6
396,2008,DNK,5.799999999999999,-3.7,0.09999999999999964,0.5999999999999996,86.6
397,2009,DNK,5.799999999999999,-3.7,0.09999999999999964,0.5999999999999996,86.6
398,2010,DNK,5.799999999999999,-3.7,0.09999999999999964,0.5999999999999996,86.6
399,2011,DNK,0.6999999999999993,-3.7,-5.5,-1.5999999999999996,87.7
400,2012,DNK,0.6999999999999993,-3.7,-5.5,-1.5999999999999996,87.7
401,2013,DNK,0.6999999999999993,-3.7,-5.5,-1.5999999999999996,87.7
402,2014,DNK,0.6999999999999993,-3.7,-5.5,-1.5999999999999996,87.7
403,2015,DNK,-3.8999999999999986,-3.7,-1.5000000000000004,8.8,85.9
404,2016,DNK,-3.8999999999999986,-3.7,-1.5000000000000004,8.8,85.9
405,2017,DNK,-3.8999999999999986,-3.7,-1.5000000000000004,8.8,85.9
406,1992,EST,,,,,67.8
407,1993,EST,,,,,67.8
408,1994,EST,,,,,67.8
409,1995,EST,,2.3,-9.1,-9.5,68.9
410,1996,EST,,2.3,-9.1,-9.5,68.9
411,1997,EST,,2.3,-9.1,-9.5,68.9
412,1998,EST,,2.3,-9.1,-9.5,68.9
413,1999,EST,,-2.3,3.200000000000001,-6.2,57.4
414,2000,EST,,-2.3,3.200000000000001,-6.2,57.4
415,2001,EST,,-2.3,3.200000000000001,-6.2,57.4
416,2002,EST,,-2.3,3.200000000000001,-6.2,57.4
417,2003,EST,,-2.3,28.800000000000004,-6.2,58.2
418,2004,EST,,-2.3,28.800000000000004,-6.2,58.2
419,2005,EST,,-2.3,28.800000000000004,-6.2,58.2
420,2006,EST,,-2.3,28.800000000000004,-6.2,58.2
421,2007,EST,,-2.3,-19.900000000000006,-6.2,61.9
422,2008,EST,,-2.3,-19.900000000000006,-6.2,61.9
423,2009,EST,,-2.3,-19.900000000000006,-6.2,61.9
424,2010,EST,,-2.3,-19.900000000000006,-6.2,61.9
425,2011,EST,,-2.3,-2.3999999999999986,-6.2,63.5
426,2012,EST,,-2.3,-2.3999999999999986,-6.2,63.5
427,2013,EST,,-2.3,-2.3999999999999986,-6.2,63.5
428,2014,EST,,-2.3,-2.3999999999999986,-6.2,63.5
429,2015,EST,,-2.3,7.899999999999995,-6.2,64.2
430,2016,EST,,-2.3,7.899999999999995,-6.2,64.2
431,2017,EST,,-2.3,7.899999999999995,-6.2,64.2
432,1960,FIN,,,,,75.0
433,1961,FIN,,,,,75.0
434,1962,FIN,4.4,-1.1999999999999993,-0.7000000000000011,,85.1
435,1963,FIN,4.4,-1.1999999999999993,-0.7000000000000011,,85.1
436,1964,FIN,4.4,-1.1999999999999993,-0.7000000000000011,,85.1
437,1965,FIN,4.4,-1.1999999999999993,-0.7000000000000011,,85.1
438,1966,FIN,-1.8000000000000003,-0.8000000000000007,-0.7999999999999989,,84.9
439,1967,FIN,-1.8000000000000003,-0.8000000000000007,-0.7999999999999989,,84.9
440,1968,FIN,-1.8000000000000003,-0.8000000000000007,-0.7999999999999989,,84.9
441,1969,FIN,-1.8000000000000003,-0.8000000000000007,-0.7999999999999989,,84.9
442,1970,FIN,-2.6,-4.599999999999998,4.199999999999999,,82.2
443,1971,FIN,-2.6,-4.599999999999998,4.199999999999999,,82.2
444,1972,FIN,-2.6,0.3999999999999986,-0.3999999999999986,,81.4
445,1973,FIN,-2.6,0.3999999999999986,-0.3999999999999986,,81.4
446,1974,FIN,-2.6,0.3999999999999986,-0.3999999999999986,,81.4
447,1975,FIN,-2.6,1.8999999999999986,0.7999999999999972,,73.8
448,1976,FIN,-2.6,1.8999999999999986,0.7999999999999972,,73.8
449,1977,FIN,-2.6,1.8999999999999986,0.7999999999999972,,73.8
450,1978,FIN,-2.6,1.8999999999999986,0.7999999999999972,,73.8
451,1979,FIN,-2.6,-1.0,3.3000000000000007,,75.3
452,1980,FIN,-2.6,-1.0,3.3000000000000007,,75.3
453,1981,FIN,-2.6,-1.0,3.3000000000000007,,75.3
454,1982,FIN,-2.6,-1.0,3.3000000000000007,,75.3
455,1983,FIN,-2.6,-3.8999999999999986,0.40000000000000213,,75.7
456,1984,FIN,-2.6,-3.8999999999999986,0.40000000000000213,,75.7
457,1985,FIN,-2.6,-3.8999999999999986,0.40000000000000213,,75.7
458,1986,FIN,-2.6,-3.8999999999999986,0.40000000000000213,,75.7
459,1987,FIN,-2.6,-0.3999999999999986,1.0,,72.1
460,1988,FIN,-2.6,-0.3999999999999986,1.0,,72.1
461,1989,FIN,-2.6,-0.3999999999999986,1.0,,72.1
462,1990,FIN,-2.6,-0.3999999999999986,1.0,,72.1
463,1991,FIN,-2.6,-3.5000000000000018,-3.8000000000000007,,72.1
464,1992,FIN,-2.6,-3.5000000000000018,-3.8000000000000007,,72.1
465,1993,FIN,-2.6,-3.5000000000000018,-3.8000000000000007,,72.1
466,1994,FIN,-2.6,-3.5000000000000018,-3.8000000000000007,,72.1
467,1995,FIN,-2.6,1.0999999999999996,-1.4000000000000021,,71.7
468,1996,FIN,-2.6,1.0999999999999996,-1.4000000000000021,,71.7
469,1997,FIN,-2.6,1.0999999999999996,-1.4000000000000021,,71.7
470,1998,FIN,-2.6,1.0999999999999996,-1.4000000000000021,,71.7
471,1999,FIN,-2.6,-0.29999999999999893,3.1000000000000014,,68.3
472,2000,FIN,-2.6,-0.29999999999999893,3.1000000000000014,,68.3
473,2001,FIN,-2.6,-0.29999999999999893,3.1000000000000014,,68.3
474,2002,FIN,-2.6,-0.29999999999999893,3.1000000000000014,,68.3
475,2003,FIN,-2.6,-1.0,-2.3999999999999986,,69.7
476,2004,FIN,-2.6,-1.0,-2.3999999999999986,,69.7
477,2005,FIN,-2.6,-1.0,-2.3999999999999986,,69.7
478,2006,FIN,-2.6,-1.0,-2.3999999999999986,,69.7
479,2007,FIN,-2.6,-1.0999999999999996,3.6999999999999993,4.1,65.0
480,2008,FIN,-2.6,-1.0999999999999996,3.6999999999999993,4.1,65.0
481,2009,FIN,-2.6,-1.0999999999999996,3.6999999999999993,4.1,65.0
482,2010,FIN,-2.6,-1.0999999999999996,3.6999999999999993,4.1,65.0
483,2011,FIN,-2.6,-0.7000000000000011,-1.9000000000000021,15.000000000000002,67.4
484,2012,FIN,-2.6,-0.7000000000000011,-1.9000000000000021,15.000000000000002,67.4
485,2013,FIN,-2.6,-0.7000000000000011,-1.9000000000000021,15.000000000000002,67.4
