,growth_export_tourism,growth_import_tourism,country_code,year
115,0.16607927174837056,0.2713178294573644,GRC,2013
116,0.11266450490951763,0.06224446637529968,GRC,2014
117,0.08001010107904105,0.058033047979295205,GRC,2015
118,-0.04665638705274211,-0.033650076833819376,GRC,2016
119,0.10175064132733236,-0.052443694424612164,GRC,2017
120,0.11718766267204939,0.006956987724406227,HUN,2009
121,0.02627956065706183,-0.06697339421278015,HUN,2010
122,0.04483025028282994,0.004392802128507123,HUN,2011
123,-0.03981080105917256,-0.09043725382331724,HUN,2012
124,0.07783592377391213,0.021570838424558536,HUN,2013
125,0.16566092275391187,0.1136882839968405,HUN,2014
126,0.11279970750826829,0.08977574284379153,HUN,2015
127,0.08534414263905576,0.12140003496809149,HUN,2016
128,0.09435916384778587,0.05504249464407551,HUN,2017
129,0.058409279204639564,0.013432835820895495,IRL,2013
130,0.0894977168949771,0.03345255628024413,IRL,2014
131,0.23997126092683518,0.06412866449511401,IRL,2015
132,0.10053114437469812,0.09183087813277213,IRL,2016
133,0.10038610038610041,0.033467671280883016,IRL,2017
134,1.113885717392486,-0.2164803317124001,ISL,2009
135,0.04693909831870324,0.09267414846205724,ISL,2010
136,0.2068032199401928,0.17602318643603643,ISL,2011
137,0.2184882887724484,0.1368873393253145,ISL,2012
138,0.15538550147414387,0.05030411191166606,ISL,2013
139,0.10125416349456651,0.09014945909782845,ISL,2014
140,0.21308125049648674,0.15349213171967535,ISL,2015
141,0.2516229030793351,0.1458166998856958,ISL,2016
142,-0.3021822883111155,0.11040588620849112,ISL,2017
143,0.06316528402399868,0.02109150955060879,ITA,2011
144,0.03908277204750288,0.0009882619480088284,ITA,2012
145,0.034506820597789645,-0.014633689484816137,ITA,2013
146,0.032262231088276305,0.060584219113849924,ITA,2014
147,0.04098043850014599,0.021116031754329523,ITA,2015
148,0.0216949406073621,0.009752761819784128,ITA,2016
149,0.07032510228891886,0.09642267354270473,ITA,2017
150,-0.1790284075159856,-0.19333823659148386,JPN,2009
151,0.1502967122337835,0.058661144364328566,JPN,2010
152,-0.258893059085439,-0.07910327531647643,JPN,2011
153,0.2951035486484028,0.031210903648973387,JPN,2012
154,0.2769666329563276,-0.03701322571003629,JPN,2013
155,0.33753874956904517,-0.03875319969769986,JPN,2014
156,0.4975137587513978,-0.06898667453524865,JPN,2015
157,0.09812031548426647,-0.00785473131104053,JPN,2016
158,0.05260365915494192,-0.2699276018154637,JPN,2017
159,0.2520272037666753,-0.01803070855050004,LTU,2011
160,0.13935025592813122,0.182326782384163,LTU,2012
161,0.037865590904923474,0.13807328318369327,LTU,2013
162,-0.07968197879858663,0.00010660980810239806,LTU,2014
163,-0.00115185256287198,-0.08645133781046799,LTU,2015
164,0.04718431674034229,0.06522753792298719,LTU,2016
165,0.07313939616408183,0.07788366743345376,LTU,2017
166,0.12954279015240333,0.01790281329923271,LUX,2011
167,0.08666320705760255,-0.12849964106245515,LUX,2012
168,0.012177650429799458,0.02100494233937389,LUX,2013
169,0.07147912243453636,0.020169423154497768,LUX,2014
170,-0.055041831792162044,0.024120205614867496,LUX,2015
171,0.0032618825722274813,0.01660231660231659,LUX,2016
172,0.026242452392011062,0.022028104823395456,LUX,2017
173,-0.06143790849673203,-0.23439340400471143,LVA,2009
174,0.011142061281337101,-0.10153846153846158,LVA,2010
175,0.08539944903581276,0.12842465753424648,LVA,2011
176,0.05710659898477166,0.022761760242792084,LVA,2012
177,0.07563025210084029,0.0029673590504450953,LVA,2013
178,0.09040178571428581,-0.013313609467455634,LVA,2014
179,0.18321392016376659,0.08095952023988007,LVA,2015
180,0.02595155709342567,0.10263522884882104,LVA,2016
181,0.05227655986509272,0.021383647798742134,LVA,2017
182,-0.08432220039292726,0.004605385074708757,NLD,2009
183,0.08826810847923094,0.005410944865751333,NLD,2010
184,0.03482512519222425,0.02309019991573913,NLD,2011
185,0.04836878243573817,0.03872210414452715,NLD,2012
186,0.06369213770644344,0.011816612315365349,NLD,2013
187,0.143019203170915,0.22901578634714803,NLD,2014
188,0.0946262660082029,0.028476375098340556,NLD,2015
189,0.043739246797935394,0.0180486463515237,NLD,2016
190,0.08467081473418703,0.06894045426642115,NLD,2017
191,-0.02913631633714875,-0.03895936965770763,NOR,2009
192,0.08899862195682129,0.09141611384549542,NOR,2010
193,0.0456255052901684,0.07967844319449036,NOR,2011
194,0.06427538911486863,0.0982804608138017,NOR,2012
195,0.04700085283805544,0.12275226323839439,NOR,2013
196,0.05985458714212455,0.06927339334695604,NOR,2014
197,0.11858472574079881,0.06152296673782787,NOR,2015
198,0.11242588492760253,0.04985605968454765,NOR,2016
199,0.0005315850093028374,-0.04613752872547283,NZL,2009
200,-0.06951208713362256,-0.0025945144551520194,NZL,2010
201,0.02969166349448038,0.032887402452619785,NZL,2011
202,-0.048798521256931626,0.04677100197877326,NZL,2012
203,0.028857364943645658,0.019590995016325774,NZL,2013
204,0.10369251109642086,0.03741783246249786,NZL,2014
205,0.24403183023872677,0.07018683996750608,NZL,2015
206,0.050828805282344014,0.045088811294974995,NZL,2016
207,-0.05255923550202901,-0.08890180127832659,NZL,2017
208,-0.008163103373567848,-0.03085578120931587,POL,2009
209,0.0018469135802468006,0.13718439803945803,POL,2010
210,0.12807621150730664,-0.05014904182225821,POL,2011
211,0.1301946481942171,0.13660577080735625,POL,2012
212,0.0144491984122892,-0.029173767763925884,POL,2013
213,0.033705467166006864,0.03863086598935661,POL,2014
214,0.05124713655088331,0.06856889994976023,POL,2015
215,0.10927935805771316,0.055519229811189286,POL,2016
216,0.11515657373624966,0.05795002345139655,POL,2017
217,0.08362086462350304,0.0005635390250775529,PRT,2011
218,0.0672410563775987,-0.01717825964517039,PRT,2012
219,0.0714285714285714,0.07392550143266474,PRT,2013
220,0.09402129402129411,0.08164354322305223,PRT,2014
221,0.06849827818535714,0.06388751850024676,PRT,2015
222,0.08680725846002946,0.028054718293531122,PRT,2016
223,0.19501031459515206,0.12607126747857467,PRT,2017
224,-0.01981357917791471,0.023198316675433928,SVK,2014
225,0.1633755975888589,0.05053724744229093,SVK,2015
226,0.1336876898338395,0.06963883723206399,SVK,2016
227,0.049879831369922245,0.050510134053163736,SVK,2017
228,0.02667313288069839,-0.10133843212237093,SVN,2011
229,0.010061407652338206,-0.09968085106382985,SVN,2012
230,0.021605948650797346,-0.03733900508094046,SVN,2013
231,0.015426871137560028,0.060267583159445026,SVN,2014
232,0.025020286718961282,0.09747626765454975,SVN,2015
233,0.04283766547917489,0.07046413502109705,SVN,2016
234,0.09603137784150828,-0.01172644856129279,SVN,2017
235,-0.02111303903341677,-0.03226928751987779,SWE,2009
236,0.018219495951092624,0.06414119237022065,SWE,2010
237,0.056466575628770554,0.03034636253591816,SWE,2011
238,0.022149859272537986,0.053424154928454204,SWE,2012
239,0.04530844246440502,0.06181298614303077,SWE,2013
240,0.10076095512988714,0.05692598346985411,SWE,2014
241,0.15291756316786098,0.10406632482974287,SWE,2015
242,0.1381623642064429,0.060077543065302,SWE,2016
243,0.10168151948587112,0.14212955270644634,SWE,2017
244,0.2839798047591533,0.029592011412268082,TUR,2011
245,0.11689962879337212,-0.08481677713981672,TUR,2012
246,0.2147460540599504,0.21350192573214155,TUR,2013
247,0.22845381968181866,0.19528115456015338,TUR,2014
248,0.13854795237657314,0.2950567802271209,TUR,2015
249,-0.16500977565695718,-0.02149636354258011,TUR,2016
250,0.003688361940668683,0.15318722736917012,TUR,2017
251,-0.11360628468048417,-0.14089137745437552,USA,2009
252,0.15062497859662338,0.06892465493963273,USA,2010
253,0.11686518211634733,0.05813773864369498,USA,2011
254,0.0712359430794649,0.11555471587932709,USA,2012
255,0.08707138450516427,0.0018937206992910571,USA,2013
256,0.08005601907577686,0.07997756417644397,USA,2014
257,0.05590938560695635,0.0674739253546579,USA,2015
258,-0.012079475726674782,0.07260633689233686,USA,2016
259,0.021070547947987794,0.08068424715414824,USA,2017
