country_code,iyear,region,sfi,effect,legit,seceff,secleg,poleff,polleg,ecoeff,ecoleg,soceff,socleg,left_soc_inc,comm_inc,conserv_inc,right_inc,turnout_inc,region_txt,kills,killster,nattacks,armed_assault_type,bomb_exp_type,cit_tar,gov_tar,mil_tar,happiness_score,gdp_per_capita,family,life,freedom,generosity,trust,dystopia,num_arrivals,gr_tour
ARG,2000,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2909000.0,0.003795721187025425
ARG,2001,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,2620000.0,-0.09934685458920589
ARG,2002,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2820000.0,0.07633587786259532
ARG,2003,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,2995000.0,0.06205673758865249
ARG,2004,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3457000.0,0.15425709515859776
ARG,2005,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,3823000.0,0.10587214347700313
ARG,2006,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4173000.0,0.09155113784985613
ARG,2007,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4562000.0,0.09321830817157917
ARG,2008,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,4700000.0,0.030249890398947876
ARG,2009,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,4308000.0,-0.08340425531914897
ARG,2010,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,5325000.0,0.23607242339832868
ARG,2011,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,5705000.0,0.0713615023474179
ARG,2012,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,5587000.0,-0.020683610867659907
ARG,2013,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,5246000.0,-0.06103454447825307
ARG,2014,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,1.0,,,0.0,1.0,0.0,,,,,,,,,5931000.0,0.13057567670606174
ARG,2015,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11450999999999999,2.8360000000000003,5736000.0,-0.03287809812847753
ARG,2016,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.65,1.15137,1.0661200000000002,0.69711,0.42283999999999994,0.07296,0.10989000000000002,3.12985,5559000.0,-0.030857740585774063
ARG,2017,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,3.0,,,1.0,0.0,0.0,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.49451920390129106,0.109457060694695,0.05973988771438599,2.61400532722473,,
ARG,2018,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,South America,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,,,,,,,,,,
ARM,1995,5.0,8.0,7.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,,,,,,Central Asia,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,12000.0,
ARM,1996,5.0,7.0,7.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,,,,,,Central Asia,2.0,0.0,1.0,,,,,,,,,,,,,,13000.0,0.08333333333333326
ARM,1997,5.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,23000.0,0.7692307692307692
ARM,1998,5.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,,,,,,Central Asia,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,32000.0,0.3913043478260869
ARM,1999,5.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,,,,,,Central Asia,8.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,41000.0,0.28125
ARM,2000,5.0,8.0,7.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,,,,,,Central Asia,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,45000.0,0.09756097560975618
ARM,2001,5.0,9.0,7.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,,,,,,Central Asia,1.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,123000.0,1.7333333333333334
ARM,2002,5.0,7.0,6.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,162000.0,0.3170731707317074
ARM,2003,5.0,7.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,206000.0,0.27160493827160503
ARM,2004,5.0,7.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,263000.0,0.2766990291262137
ARM,2005,5.0,7.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,319000.0,0.21292775665399244
ARM,2006,5.0,7.0,4.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,382000.0,0.19749216300940442
ARM,2007,5.0,6.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,,,,,,Central Asia,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,511000.0,0.337696335078534
ARM,2008,5.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,558000.0,0.09197651663405093
ARM,2009,5.0,7.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,,Central Asia,1.0,0.0,1.0,,,,,,,,,,,,,,575000.0,0.03046594982078843
ARM,2010,5.0,7.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,684000.0,0.18956521739130427
ARM,2011,5.0,7.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,758000.0,0.10818713450292394
