gname,gid,year,end,duration,base,num_base,mul_bases,EAP,ECA,LAC,MENA,NA,SAS,SSA,left,nat,rel,right,size,peak_size,ercsr,pch,sq,tch,terr_POP,shr_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,kidnap,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties
1920 Revolution Brigades,1,2003,0,1,Iraq,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920 Revolution Brigades,1,2004,0,2,Iraq,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.07599763328170434,1.0,2.0,34.0,0,,,,0.0,0.0,,,9,,,,,0.0,15.0,19.0,1.0,0.0,14.0,19.0,1.0,33.0
1920 Revolution Brigades,1,2005,0,3,Iraq,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920 Revolution Brigades,1,2006,0,4,Iraq,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920 Revolution Brigades,1,2007,1,5,Iraq,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,0.0,0.0,,,9,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23rd of September Communist League,2,1973,0,1,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23rd of September Communist League,2,1974,0,2,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.03384770964310924,1.0,2.0,0.0,0,,,,0.5,1.0,,,9,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23rd of September Communist League,2,1975,0,3,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.11499464642423572,0.2857142857142857,7.0,36.0,0,,,,0.24489795918367355,1.0,,,9,1.0,,,,1.0,32.0,4.0,0.0,0.0,32.0,4.0,0.0,36.0
23rd of September Communist League,2,1976,0,4,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.22355731002622758,0.42857142857142855,14.0,29.0,0,,,,0.6224489795918368,1.0,,,9,1.0,,,,0.0,24.0,5.0,0.0,0.0,24.0,5.0,0.0,29.0
23rd of September Communist League,2,1977,0,5,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.07770504792505455,0.6,5.0,7.0,0,,,,0.6399999999999999,1.0,,,9,1.0,,,,2.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0
23rd of September Communist League,2,1978,0,6,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.1211396429966265,0.375,8.0,7.0,0,,,,0.40816326530612246,1.0,,,9,1.0,,,,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,7.0
23rd of September Communist League,2,1979,0,7,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.08861361038004473,1.0,6.0,5.0,0,,,,0.5,1.0,,,9,1.0,,,,0.0,5.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0
23rd of September Communist League,2,1980,0,8,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.01441735067023596,0.0,1.0,,0,,,,0.0,0.0,,,9,1.0,,,,0.0,2.0,,,,,,,
23rd of September Communist League,2,1981,0,9,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23rd of September Communist League,2,1982,1,10,Mexico,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,0.0,0.0,,,9,1.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28 May Armenian Organization,3,1977,1,1,Turkey,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.04865203693429114,0.0,2.0,57.0,2,,,,0.0,0.0,,,9,,,,,,5.0,52.0,0.0,,5.0,,,
2nd of June Movement,4,1975,0,1,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.01271075156970791,1.0,1.0,0.0,0,,,,0.0,1.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2nd of June Movement,4,1976,0,2,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.012765368067048819,1.0,1.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2nd of June Movement,4,1977,0,3,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2nd of June Movement,4,1978,0,4,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.012805438520961606,1.0,1.0,,0,,,,0.0,0.0,,,9,1.0,,,,0.0,,1.0,,,,,,
2nd of June Movement,4,1979,0,5,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2nd of June Movement,4,1980,0,6,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.012773255704638184,1.0,1.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2nd of June Movement,4,1981,1,7,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.012753815759933498,0.0,1.0,1.0,2,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,1.0,0.0,,0.0,,,
313 Brigade,5,2008,0,1,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2009,0,2,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2010,0,3,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2011,0,4,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2012,0,5,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2013,0,6,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.050481744766216766,0.0,1.0,53.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,53.0,0.0,0.0,0.0,53.0,0.0,53.0
313 Brigade,5,2014,0,7,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2015,0,8,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313 Brigade,5,2016,0,9,Syria,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2004,0,1,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2005,0,2,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2006,0,3,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2007,0,4,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2008,0,5,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2009,0,6,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2010,0,7,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2011,0,8,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.07763022407013208,0.0,2.0,2.0,0,,,,0.5,0.0,,,9,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
Abdullah Azzam Brigades,6,2012,0,9,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.11394827762335571,0.3333333333333333,3.0,14.0,0,,,,0.4444444444444444,0.0,,,9,,0.0,1.0,0.0,1.0,7.0,7.0,3.0,0.0,4.0,7.0,3.0,11.0
Abdullah Azzam Brigades,6,2013,0,10,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.2602895060114822,0.3333333333333333,7.0,184.0,0,,,,0.0,0.0,,,9,,,,,1.0,29.0,155.0,2.0,0.0,27.0,155.0,2.0,182.0
Abdullah Azzam Brigades,6,2014,0,11,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.1821172923628998,0.6666666666666666,5.0,141.0,0,,,,0.0,0.0,,,9,,,,,2.0,13.0,128.0,2.0,0.0,11.0,128.0,2.0,139.0
Abdullah Azzam Brigades,6,2015,0,12,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdullah Azzam Brigades,6,2016,0,13,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",6,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Bakr al-Siddiq Fundamentalist Brigades (Iraq),7,2004,1,1,Iraq,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,1.0,0.0,0.0,,,,,2,,,,,,,,9,,,,,,,,,,,,,
Abu Hafs al-Masri Brigades,8,2003,0,1,"Spain,UK",2,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.01963957028541657,1.0,1.0,42.0,0,,,,0.0,0.0,,,9,,,,,,7.0,35.0,1.0,0.0,6.0,35.0,1.0,41.0
Abu Hafs al-Masri Brigades,8,2004,0,2,"Spain,UK",2,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.11660697037599917,0.6666666666666666,6.0,1991.0,0,,,,0.0,0.0,,,9,,,,,,191.0,1800.0,0.0,0.0,191.0,1800.0,0.0,1991.0
Abu Hafs al-Masri Brigades,8,2005,0,3,"Spain,UK",2,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0768828900885759,1.0,4.0,,0,,,,0.0,0.0,,,9,,,,,,0.0,,0.0,0.0,0.0,,0.0,
Abu Hafs al-Masri Brigades,8,2006,0,4,"Spain,UK",2,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Hafs al-Masri Brigades,8,2007,1,5,"Spain,UK",2,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,,,,0.0,0.0,,,9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1974,0,1,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1975,0,2,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1976,0,3,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.53056200753345,1.0,4.0,57.0,0,,,,0.625,0.0,,,9,1.0,,,,0.0,15.0,42.0,0.0,,15.0,,,
Abu Nidal Organization (ANO),9,1977,0,4,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1978,0,5,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.12409716725464594,1.0,1.0,2.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,2.0,0.0,,0.0,,0.0,,
Abu Nidal Organization (ANO),9,1979,0,6,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1980,0,7,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.34878859520200206,0.3333333333333333,3.0,3.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,3.0,0.0,,0.0,,0.0,,
Abu Nidal Organization (ANO),9,1981,0,8,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.11258230329282223,0.0,1.0,1.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,1.0,0.0,,0.0,,0.0,,
Abu Nidal Organization (ANO),9,1982,0,9,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.21811051587135694,1.0,2.0,29.0,0,,,,0.5,0.0,,,9,1.0,,,,0.0,6.0,23.0,0.0,,6.0,,,
Abu Nidal Organization (ANO),9,1983,0,10,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.5285537975268968,0.6,5.0,115.0,0,,,,0.48,0.0,,,9,1.0,,,,0.0,113.0,2.0,0.0,0.0,113.0,2.0,0.0,115.0
Abu Nidal Organization (ANO),9,1984,0,11,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.5129035418212146,0.4,5.0,97.0,0,,,,0.48,0.0,,,9,1.0,,,,0.0,5.0,92.0,0.0,0.0,5.0,92.0,0.0,97.0
Abu Nidal Organization (ANO),9,1985,0,12,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.49835860609496563,1.0,5.0,244.0,0,,,,0.31999999999999984,0.0,,,9,1.0,,,,0.0,78.0,166.0,1.0,2.0,77.0,164.0,3.0,241.0
Abu Nidal Organization (ANO),9,1986,0,13,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.09697678744220427,1.0,1.0,148.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,21.0,127.0,,,,,,
Abu Nidal Organization (ANO),9,1987,0,14,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.1889126890890076,1.0,2.0,0.0,0,,,,0.5,1.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1988,0,15,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.36819646570667214,0.75,4.0,29.0,0,,,,0.625,1.0,,,9,1.0,,,,0.0,3.0,26.0,0.0,0.0,3.0,26.0,0.0,29.0
Abu Nidal Organization (ANO),9,1989,0,16,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.17937462114585226,1.0,2.0,2.0,0,,,,0.5,1.0,,,9,1.0,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
Abu Nidal Organization (ANO),9,1990,0,17,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.17466314829102153,0.0,2.0,5.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
Abu Nidal Organization (ANO),9,1991,0,18,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.1699609489225708,1.0,2.0,0.0,0,,,,0.5,1.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1992,0,19,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.4959186446565482,1.0,6.0,12.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,3.0,9.0,0.0,0.0,3.0,9.0,0.0,12.0
Abu Nidal Organization (ANO),9,1993,0,20,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0803613625461887,1.0,1.0,1.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Abu Nidal Organization (ANO),9,1994,0,21,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1995,0,22,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1996,0,23,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1997,0,24,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,1998,0,25,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.06978697896867035,0.0,1.0,10.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
Abu Nidal Organization (ANO),9,1999,0,26,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,2000,0,27,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,2001,0,28,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Nidal Organization (ANO),9,2002,1,29,"Iraq,Libya,Syria",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,,0.0,0.0,,,9,1.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Salim Martyr's Brigade,10,2011,0,1,Libya,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Salim Martyr's Brigade,10,2012,0,2,Libya,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abu Salim Martyr's Brigade,10,2013,0,3,Libya,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
