gname,gid,year,end,duration,base,num_base,mul_bases,EAP,ECA,LAC,MENA,NA,SAS,SSA,left,nat,rel,right,size,peak_size,ercsr,pch,sq,tch,terr_POP,shr_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,kidnap,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties
Ansar Bayt al-Maqdis (Ansar Jerusalem),74,2014,1,3,Egypt,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,1000.0,1.0,0.0,0.0,0.0,0.4247784557072503,0.05714285714285714,39.0,210.0,4,,,,0.5338593030900721,1.0,,,9,,,,,1.0,55.0,155.0,6.0,1.0,49.0,154.0,7.0,203.0
Ansar Wa Mohajir (Pakistan),75,2008,1,1,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.012221606843948286,,2.0,5.0,5,,,,0.0,0.0,,,9,,,,,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,5.0
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),83,2012,0,1,Nigeria,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,1000.0,1.0,0.0,0.0,0.0,0.011954766701412798,0.5,2.0,5.0,0,,,,0.5,1.0,,,9,,,,,2.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),83,2013,0,2,Nigeria,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,1000.0,1.0,0.0,0.0,0.0,0.017459187389010127,0.6666666666666666,3.0,10.0,0,,,,0.4444444444444445,1.0,,,9,,,,,0.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,10.0
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),83,2014,0,3,Nigeria,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),83,2015,0,4,Nigeria,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),83,2016,0,5,Nigeria,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2004,0,1,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2005,0,2,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2006,0,3,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2007,0,4,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2008,0,5,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2009,0,6,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2010,0,7,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0058630331433393995,0.0,1.0,130.0,0,,,,0.0,0.0,,,9,,,,,0.0,30.0,100.0,0.0,0.0,30.0,100.0,0.0,130.0
Ansarul Islam(Pakistan),84,2011,0,8,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.005741046701319433,0.0,1.0,1.0,0,,,,0.0,0.0,,,9,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Ansarul Islam(Pakistan),84,2012,0,9,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2013,0,10,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2014,0,11,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2015,0,12,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarul Islam(Pakistan),84,2016,0,13,Pakistan,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2007,0,1,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2008,0,2,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2009,0,3,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2010,0,4,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2011,0,5,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2012,0,6,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ansarullah Bangla Team,85,2013,0,7,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.006346333696369006,0.0,1.0,1.0,0,,,,0.0,0.0,,,9,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Ansarullah Bangla Team,85,2014,0,8,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.01881995388621979,0.0,3.0,3.0,0,,,,0.4444444444444444,0.0,,,9,,,,,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Ansarullah Bangla Team,85,2015,0,9,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.01861031954873995,0.3333333333333333,3.0,4.0,0,,,,0.0,0.0,,,9,,,,,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0
Ansarullah Bangla Team,85,2016,0,10,Bangladesh,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-American Arab Liberation Front,86,1986,1,1,Germany,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.01286662879760479,1.0,1.0,232.0,3,,,,0.0,0.0,,,9,,,,,,2.0,230.0,0.0,,2.0,,,
Anti-Armenian Organization,87,1984,1,1,France,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.03541655329680388,1.0,2.0,13.0,3,,,,0.0,0.0,,,9,,,,,,0.0,13.0,0.0,,0.0,,,
Anti-Balaka,88,2013,0,1,Central African Republic,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.8889574373846161,0.5,4.0,109.0,0,,,,0.375,0.0,,,9,,,,,0.0,72.0,37.0,0.0,0.0,72.0,37.0,0.0,109.0
Anti-Balaka,88,2014,0,2,Central African Republic,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,5.979547290689268,0.3076923076923077,27.0,317.0,0,,,,0.39359999999999995,1.0,,,9,,,,,0.0,241.0,76.0,31.0,0.0,210.0,76.0,31.0,286.0
Anti-Balaka,88,2015,0,3,Central African Republic,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,4.179406524273553,0.3888888888888889,19.0,70.0,0,,,,0.5432098765432097,1.0,,,9,,,,,0.0,58.0,12.0,0.0,0.0,58.0,12.0,0.0,70.0
Anti-Balaka,88,2016,0,4,Central African Republic,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.6529374240008045,0.3333333333333333,3.0,4.0,0,,,,0.0,0.0,,,9,,,,,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0
Anti-Communist Command,89,2000,1,1,Indonesia,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,,10.0,0.0,1.0,0.0,0.0,0.004727228760607269,1.0,1.0,0.0,5,,,,0.0,0.0,,,9,,,,,,0.0,0.0,,,,,,
Anti-Imperialist Cell (AIZ),90,1994,0,1,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Cell (AIZ),90,1995,0,2,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.036729573774966794,0.0,3.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Cell (AIZ),90,1996,1,3,Germany,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist International Brigades,91,1986,0,1,Lebanon,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.7470268332038487,1.0,2.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist International Brigades,91,1987,0,2,Lebanon,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.7484545349421613,1.0,2.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist International Brigades,91,1988,1,3,Lebanon,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,1995,0,1,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,1996,0,2,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,1997,0,3,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,1998,0,4,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,1999,0,5,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,2000,0,6,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,2001,0,7,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,2002,0,8,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Imperialist Territorial Nuclei (NTA),92,2003,1,9,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.017447986635819323,0.0,1.0,0.0,5,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Racist Guerrilla Nuclei,93,1999,1,1,Italy,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,,10.0,1.0,0.0,0.0,0.0,0.017569654058958172,0.0,1.0,0.0,2,,,,0.0,0.0,,,9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-terrorist Liberation Group (GAL),95,1983,0,1,"France,Spain",2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,100.0,0.0,0.0,1.0,0.0,0.06360796528200925,1.0,3.0,2.0,0,,,,0.4444444444444445,1.0,,,9,1.0,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Anti-terrorist Liberation Group (GAL),95,1984,0,2,"France,Spain",2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,100.0,0.0,0.0,1.0,0.0,0.1687743542052393,0.5714285714285714,8.0,14.0,0,,,,0.40625,0.0,,,9,1.0,,,,,8.0,6.0,0.0,0.0,8.0,6.0,0.0,14.0
Anti-terrorist Liberation Group (GAL),95,1985,0,3,"France,Spain",2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,100.0,0.0,0.0,1.0,0.0,0.10497012770602755,0.8,5.0,7.0,0,,,,0.31999999999999984,0.0,,,9,1.0,,,,,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0
Anti-terrorist Liberation Group (GAL),95,1986,0,4,"France,Spain",2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,100.0,0.0,0.0,1.0,0.0,0.02089486108129966,1.0,1.0,0.0,0,,,,0.0,1.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-terrorist Liberation Group (GAL),95,1987,1,5,"France,Spain",2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,0.0,0.0,,,9,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Zionist Movement,94,1999,0,1,Italy,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,10.0,0.0,1.0,0.0,0.0,0.035139308117916344,0.0,2.0,0.0,0,,,,0.0,0.0,,,9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anti-Zionist Movement,94,2000,1,2,Italy,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,0.0,0.0,,,9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aqmur,96,2010,1,1,Yemen,1,0,0,0,0,1,0,0,0,,,,,,,,,,,0.042360713420496715,,1.0,0.0,5,,,,0.0,1.0,,,9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Communist Organization,97,1974,0,1,"Syria,Lebanon",2,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,1.222160955746163,1.0,6.0,10.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,1.0,9.0,0.0,0.0,1.0,9.0,0.0,10.0
Arab Communist Organization,97,1975,0,2,"Syria,Lebanon",2,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.7911858729015278,1.0,4.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Communist Organization,97,1976,0,3,"Syria,Lebanon",2,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Communist Organization,97,1977,1,4,"Syria,Lebanon",2,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1970,0,1,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1971,0,2,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1972,0,3,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1973,0,4,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1974,0,5,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1975,0,6,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1976,0,7,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1977,0,8,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1978,0,9,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1979,0,10,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.09746907178424129,0.0,2.0,43.0,0,,,,0.5,0.0,,,9,1.0,,,,0.0,1.0,42.0,0.0,,1.0,,,
Arab Liberation Front (ALF),98,1980,0,11,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.04700770127169934,1.0,1.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1981,0,12,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1982,0,13,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1983,0,14,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1984,0,15,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1985,0,16,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Liberation Front (ALF),98,1986,1,17,"Iraq,Israel,West Bank/Gaza",3,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Movement of Azawad,99,2012,0,1,Mali,1,0,0,0,0,0,0,0,1,,,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Movement of Azawad,99,2013,0,2,Mali,1,0,0,0,0,0,0,0,1,,,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
