country,country_code,happiness_score,year,nattacks,region_txt,fsi,country_code_2,latitude,longitude
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Swaziland,,4.867,2015,0.0,,86.2,SZ,-26.522503000000004,31.465866
Greece,GRC,4.857,2015,31.0,Western Europe,52.6,GR,39.074208,21.824312
Lebanon,LBN,4.839,2015,44.0,Middle East & North Africa,88.1,LB,33.854721000000005,35.862285
Hungary,HUN,4.8,2015,1.0,,49.1,HU,47.162494,19.503304
Honduras,HND,4.788,2015,0.0,,78.1,HN,15.199998999999998,-86.241905
Tajikistan,TJK,4.7860000000000005,2015,3.0,Central Asia,83.4,TJ,38.861034000000004,71.276093
Tunisia,TUN,4.739,2015,19.0,Middle East & North Africa,75.7,TN,33.886917,9.537499
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
Palestinian Territories,,4.715,2015,0.0,,,PS,31.952162,35.233154
